Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;4;Menos de dois milhões de clientes;Banco/financeira;13660104;AGIPLAN FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;0;8;6;14;107678; ;107678;319;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;0;8;7;15;450083;269140;183875;3966;
2015;4;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;1;0;1;93353;5840;87918;1654;
2015;4;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A; ;0;0;3;3;129013;102211;42200;84178;
2015;4;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;9;5;23;37;1568561; ;1568561; ;
2015;4;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;1;3;2;6;502070;408624;178558;271915;
2015;4;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;76,86;55;194;115;364;715534;33656;685893;9269;
2015;4;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;9;3;4;16;795019;781789;138560;591373;
2015;4;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;1;4;1;6;689548;689548; ;540369;
2015;4;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A;0,21;1;1;7;9;4695225;4500544;871150;3402820;
2015;4;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;1;14;22;37;142601;5832;137420;1959;
2015;4;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;1;4;2;7;26871;1235;25640;693;
2015;4;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;0;1;1;8286;378;7949;225;
2015;4;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;2;0;1;3;32289;350;31982;159;
2015;4;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;1;1;2;11077;3833;7507;1152;
2015;4;Menos de dois milhões de clientes;Banco/financeira;30723886;BANCO MODAL S A; ;0;0;1;1;4072;4030;148;1176;
2015;4;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;2;2;4;140634;2865;137891;932;
2015;4;Menos de dois milhões de clientes;Banco/financeira;04866275;BANCO STANDARD DE INVESTIMENTOS S A; ;0;0;1;1;2;0;2; ;
2015;4;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;1;2;3;135166;14867;123066; ;
2015;4;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;1;3;4;202213;158785;56927;15588;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;1;4;5;1272649;958445;374653;684975;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;5;1;0;6;1160299;1123289;245118;885119;
2015;4;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);2,81;11;91;44;146;3905472;3124410;1565042;2511423;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;1;2;1;4;27668; ;27668;320;
2015;4;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);4,67;260;531;1224;2015;55653375;54067414;16040956;38375772;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado);87,17;15;23;16;54;172072;16872;158075;6971;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);58,44;86;200;268;554;1471356;25031;1447900;5495;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);257,84;329;560;213;1102;1275973;14393;1261956;1937;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BONSUCESSO (conglomerado); ;2;10;6;18;105610;13597;92262;2060;
2015;4;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);11,90;899;1332;1124;3355;75538382;70248901;22020444;35472596;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado); ;5;38;16;59;766581;707606;252514;500198;
2015;4;Menos de dois milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;0;1;1;81189;43298;38368;4339;
2015;4;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);7,42;562;742;1562;2866;75663635;73623101;15102049;65169681;
