Ano;Semestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;22;22;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;4;4;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;4;8;0;12;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;2;3;0;5;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Juros;0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não liberação de margem consignável - Cartão de crédito consignável;0;0;111;111;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;11;11;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Outras irregularidades relacionadas a cartões de crédito;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;0;4;0;4;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;23;23;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Produto ou serviço não solicitado (exceto cartões de crédito/débito);0;0;14;14;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;6;6;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;16;16;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Restrições cadastrais;0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;12;12;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;0;3;0;3;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento contratual;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Dificuldade na liberação ou substituição de bem;0;0;4;4;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Dificuldade para efetuar resgate antecipado de aplicação;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;7;0;8;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Investimentos financeiros;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;2;2;0;4;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;0;10;0;10;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);3;7;0;10;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;1;1;0;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;8;8;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Produto ou serviço não solicitado (exceto cartões de crédito/débito);0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Publicidade enganosa;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;4;4;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Recusa de produtos ou serviços;0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;6;6;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;1;10;0;11;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrições cadastrais;0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Alteração contratual sem prévio aviso;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Descumprimento contratual;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Recusa de produtos ou serviços;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Restrições cadastrais;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Ausência de contrato com beneficiário de boleto de pagamento;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Cobrança irregular de tarifa de serviço prioritário (exceto cartão de crédito);1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Publicidade enganosa;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;4;4;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A;Restrições cadastrais;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A;Cobranças diversas em operação de crédito consignado;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;3;0;3;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A;Insatisfação com o atendimento prestado por agências;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A;Restrições cadastrais;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;00997185;BANCO BM FBOVESPA DE SERVICOS DE LIQUIDACAO E CUSTODIA S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Ausência de contrato com beneficiário de boleto de pagamento;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Ausência de título adequado relativo a cartão de crédito consignado;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Bloqueio de cartão de crédito;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Bloqueio de conta;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cancelamento de contrato a pedido do cliente não atendido;0;3;0;3;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cartão pré-pago;0;0;17;17;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cobrança irregular de tarifa de serviço prioritário referente a cartão de crédito ;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cobranças diversas;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cobranças diversas em operação de crédito consignado;0;0;14;14;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;5;0;5;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Concessão de crédito consignado sem a formalização do título adequado;6;9;0;15;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Descumprimento contratual;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Descumprimento de ordem judicial;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Descumprimento de prazo de resposta da reclamação registrada no BCB;1;6;0;7;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Débito em conta de depósito não autorizado pelo cliente;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Falta de transparência na redação de documentos;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;10;0;10;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;5;5;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Insatisfação com o atendimento prestado por agências;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades no processo de encerramento de conta de depósitos à vista;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao acompanhamento de conta;0;22;0;22;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao Custo Efetivo Total (CET) de operação de crédito;4;0;0;4;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;6;0;6;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;1;15;0;16;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;19;0;19;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM;1;2;0;3;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Não liberação de margem consignável - Cartão de crédito consignável;0;0;10;10;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;33;33;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;4;7;0;11;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;2;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;17;5;0;22;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;5;5;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Reclamações relacionadas a assuntos diversos;0;0;4;4;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Recusa de produtos ou serviços;0;0;7;7;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Renegociação de dívida (exceto cartão de crédito);0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;6;6;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;5;98;0;103;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Restrições cadastrais;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Terminais eletrônicos e internet;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;15173776;BANCO CAPITAL S A;Ausência de título adequado relativo a cartão de crédito;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;15173776;BANCO CAPITAL S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;15173776;BANCO CAPITAL S A;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;33132044;BANCO CEDULA S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A;Irregularidades relacionadas ao atendimento da Ouvidoria;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;1;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A;Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;5;0;5;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Bloqueio de cartão de crédito;0;0;3;3;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Cancelamento de contrato por iniciativa da instituição financeira;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Cobrança irregular de tarifa diferenciada em cartão de crédito;1;1;0;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Cobranças diversas;0;0;6;6;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Concessão de crédito (exceto consignado) sem a formalização do título adequado;1;0;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Descumprimento de prazo de resposta da reclamação registrada no BCB;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Descumprimento do prazo resposta da Ouvidoria;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;8;0;9;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;29;29;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Insatisfação com o atendimento prestado por agências;0;0;6;6;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;2;2;0;4;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);5;5;0;10;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;14;13;0;27;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Juros;0;0;11;11;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;0;1;0;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;8;8;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Publicidade enganosa;0;0;2;2;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Recusa de produtos ou serviços;0;0;8;8;
