Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;3;Menos de dois milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado); ;0;1;0;1;11757;10476;2913;2556;
2015;3;Menos de dois milhões de clientes;Banco/financeira;13660104;AGIPLAN FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;0;1;6;7;105726; ;105726;319;
2015;3;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;1;8;14;23;449509;269121;183392;3966;
2015;3;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;1;1;2;3299;795;2513;126;
2015;3;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A; ;0;0;2;2;128850;101292;43041;84178;
2015;3;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;0;0;1;1;26110;1995;24909;187;
2015;3;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;9;8;30;47;1531057; ;1531057; ;
2015;3;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;2;2;3;7;499632;405828;177907;271915;
2015;3;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;57,19;40;120;158;318;699353;33210;670213;9269;
2015;3;Menos de dois milhões de clientes;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S A; ;0;2;1;3;53713; ;53713; ;
2015;3;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;15,14;12;1;4;17;792263;778904;139191;591373;
2015;3;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;1;7;6;14;689820;685422;160665;540369;
2015;3;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;1;9;10;4638072;4442096;867212;3402820;
2015;3;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;0;30;32;62;148596;5822;143432;1959;
2015;3;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;1;0;6;7;27732;1238;26499;693;
2015;3;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;0;1;1;8330;374;7998;225;
2015;3;Menos de dois milhões de clientes;Banco/financeira;90731688;BANCO FORD S A; ;0;0;3;3;517;226;296;48;
2015;3;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;1;2;3;6;35766;349;35461;159;
2015;3;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;4;0;4;11296;3807;7746;1152;
2015;3;Menos de dois milhões de clientes;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S A; ;0;1;0;1;4571;3724;2139;695;
2015;3;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;1;0;1;136575;2799;133898;932;
2015;3;Menos de dois milhões de clientes;Banco/financeira;04866275;BANCO STANDARD DE INVESTIMENTOS S A; ;0;0;3;3;2;0;2; ;
2015;3;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;0;4;4;133114;14837;121043; ;
2015;3;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;0;2;2;198251;158157;53554;15588;
