Ano;Semestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);54,76;210;494;283;987;3834547;3071777;1535424;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BARCLAYS (conglomerado); ;0;1;0;1;3456;3424;35;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;5;77;14;96;27047; ;27047;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);30,00;1654;3108;8705;13467;55124936;53613209;15816404;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BBM (conglomerado); ;0;2;5;7;12116;10982;1307;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado);2.540,70;438;1326;208;1972;172393;18984;156962;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);305,41;694;2423;2474;5591;2272314;25215;2249082;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;3;3;17247; ;17247;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);1.099,39;1284;8016;3120;12420;1167917;14134;1154137;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;3;0;3;889;881;31;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BONCRED (conglomerado); ;0;0;1;1;40; ;40;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BONSUCESSO (conglomerado);140,48;68;745;350;1163;484042;7889;476400;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;61033106;BPN BRASIL BANCO MULTIPLO S A; ;0;1;0;1;402;349;87;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);33,80;2505;10788;9018;22311;74105981;68943086;21401297;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado);79,16;58;164;126;348;732615;681851;242695;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;0;5;5;41862;41621;690;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);48,59;3581;4749;10114;18444;73691832;71953501;14770882;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;09313766;CARUANA S A    SOCIEDADE DE CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;2040; ;2040;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);98,40;104;228;433;765;1056849;534547;673865;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;12599971;CREDITA S A CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;357; ;357;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;13;54;79;146;647985; ;647985;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;0;4;5;9;471310; ;471310;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;DEUTSCHE (conglomerado); ;0;0;1;1;5032;5013;176;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;1;4;10;15;4392; ;4392;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;0;1;1;10547;10544;30;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;00411939;FINAMAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;1;4;6;73017; ;73017;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;7;45;108;160;567825;7111;566727;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;9;33;42;450206;12;450195;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;07512441;HS FINANCEIRA S A CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;1;1;1;3;49981; ;49981;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);52,54;534;948;920;2402;10161845;7533000;4394303;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;10;19;11;40;56702;4111;53084;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;4;4;8;14874;5752;10076;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;8;427;45;480;158556;7092;151861;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);29,48;1677;10969;10532;23178;56877696;44657644;27070913;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;J.MALUCELLI (conglomerado);288,90;99;1119;178;1396;342677;3824;339240;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;1;0;1;4576;4544;184;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;3;61;11;75;10873; ;10873;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado); ;0;1;0;1;1882;1882; ;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);31,86;67;608;186;861;2102624;1365413;968365;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;2;3;35595;92;35589;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;11;7;32;50;524463; ;524463;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;MIZUHO (conglomerado); ;0;0;1;1;7072;509;6576;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;05351887;MULTIPLA CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;3;0;3;5096; ;5096;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;04379829;NEGRESCO S A    CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;158745; ;158745;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;6;10;20;36;286943; ;286943;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;OPPORTUNITY (conglomerado); ;0;1;0;1;44;44; ;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;1;167;108;276;40642;4643;36392;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;OURINVEST (conglomerado); ;0;0;1;1;14484;7285;7200;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;PANAMERICANO (conglomerado);165,62;306;4347;1347;6000;1847598;12339;1836196;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;1;11;30;42;1014196; ;1014196;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;PETRA (conglomerado); ;0;1;1;2;2925;2925; ;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;PINE (conglomerado); ;3;1;1;5;10154;4963;5508;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;12;14;93;119;776070; ;776070;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;18;17;36;56283; ;56283;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;6;15;50;71;133307;456;133062;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;QUERO-QUERO (conglomerado); ;0;1;2;3;84313; ;84313;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;2;5;9;16;12187;8729;4568;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;2;2;9;13;46863;38327;20828;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado);107,31;61;823;662;1546;568399;254524;357195;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;05503849;SANTANA S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;3;4;23998; ;23998;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);65,36;2033;4479;6096;12608;31102625;27690679;9483010;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;1;4;2;7;6213; ;6213;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;8;9;111815; ;111815;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;11970623;SENFF S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;3;3;3469; ;3469;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;0;3;2;5;1819046;1784211;86623;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado);125,48;94;842;166;1102;749070;497;624422;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;4;4;8;20958;5641;15501;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;1;8;5;14;34936;21376;14359;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;6;25;31;118094; ;118094;
2014;2º;Menos de dois milhões de clientes;Banco/financeira;09473806;TODESCREDI S A   CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;8130; ;8130;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;1;40;105;146;654254;1384;653234;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;0;2;2;9879;379;9872;
2014;2º;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);25,25;112;977;875;1964;4434210;21187;4416262;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;VR (conglomerado); ;0;1;0;1;73;73; ;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;2;3;1;6;3;3; ;
2014;2º;Menos de dois milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;1;6;13;20;112656;55;112603;
