Ano;Mês;Tipo;Irregularidade;Aplicação;
2014;10;Reclamação regulada;Não divulgação de informações sobre tarifas ou pacotes de serviços ou não disponibilização de pacotes de serviços obrigatórios;"Para os casos envolvendo a divulgação de informações relacionadas a tarifas bancárias e a pacotes de serviços ou à disponibilização de pacotes de serviços padronizados, tais como:
- não divulgação da tabela de tarifas nas suas dependências e nos sítios eletrônicos na internet;
- não divulgação da tabela de tarifas em correspondentes;
- não divulgação da majoração da tarifa ou da instituição de nova tarifa aplicável a pessoas naturais;
- não divulgação da majoração do pacote de serviços ou da instituição de novo pacote;
- não disponibilização de pacotes de serviços padronizados;
- não divulgação dos pacotes de serviços nas suas dependências e nos sítios eletrônicos na internet;
- não disponibilização de informações sobre o pacote de serviços contratados, bem como não prestação de esclarecimentos sobre a existência de outros pacotes de serviços.";
2014;10;Reclamação regulada;Não divulgação de situações que impliquem recusa à realização de serviços;Para os casos em que há indícios de que a instituição financeira não divulgou as situações que impliquem recusa à realização de serviços.;
2014;10;Reclamação regulada;Não identificação de beneficiários de pagamentos ou transferências;Para os casos em que  não for possível identificar usuários finais beneficiários de pagamento ou transferência em demonstrativos e faturas do pagador.;
2014;10;Reclamação não regulada;Não liberação de margem consignável - Cartão de crédito consignável;"Para as situações envolvendo a não liberação da margem consignável, por parte da instituição financeira, após quitação da operação, quando se referir a cartão.";
2014;10;Reclamação não regulada;Não liberação de margem consignável (exceto cartão de crédito consignável);"Para as situações envolvendo a não liberação da margem consignável, por parte da instituição financeira, após quitação da operação, para os casos em que não envolva cartão.";
2014;10;Reclamação regulada;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;Para os casos em que houver indícios de que a instituição ofertou produtos e serviços inadequados ou prestou informações a respeito dos mesmos de forma insuficiente à tomada de decisão por parte de clientes e usuários.;
2014;10;Reclamação regulada;Operação não reconhecida pelo cliente em terminais de autoatendimento;"Para os casos envolvendo operações não reconhecidas pelo cliente em terminais de autoatendimento, tais como:
- movimentação em contas de depósitos, aplicações financeiras etc; 
- contratação de empréstimos.";
2014;10;Reclamação regulada;Outras irregularidades ;Para os casos envolvendo outras irregularidades que não possuem um item próprio de classificação no presente ranking.;
2014;10;Reclamação regulada;Outras irregularidades relacionadas à abertura de conta de depósito;Para os casos envolvendo outras irregularidades relacionadas à abertura de conta.;
2014;10;Reclamação regulada;Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;"Para os casos envolvendo outras irregularidades relacionadas à portabilidade de operação de crédito contratada por pessoa natural, tais como:
- aumento do valor da prestação, por parte de instituição financeira proponente, sem a manifestação formal de concordância por parte do devedor;
- repasse, ao devedor, dos custos relacionados à troca de informações e à transferência de recursos entre as instituições proponente e credora original;
- ausência de divulgação de informações necessárias para o exercício do direito à portabilidade;
- situações envolvendo operações de arrendamento mercantil.";
2014;10;Reclamação não regulada;Outros assuntos relacionados a cartão de crédito;"Para situações diversas envolvendo cartão de crédito emitido por instituições financeiras, tais como:
- não fornecimento do contrato de adesão ao cartão;
- descumprimento de cláusulas contratuais;
- demora no envio de 2ª via de cartão; 
- demora no envio de cartão com nova validade.";
2014;10;Reclamação regulada;Ouvidoria - Outras irregularidades;Para os casos envolvendo outras irregularidades relacionadas ao serviço de Ouvidoria.;
2014;10;Reclamação regulada;Prestação de serviço de forma irregular em conta-salário;"Para as situações relacionadas à prestação de serviços, ou movimentação de recursos, de forma irregular em conta-salário, tais como:
- transferência de recursos não realizada ou realizada de forma intempestiva; 
- transferência de recursos realizada sem solicitação do cliente; 
- realização de débitos não autorizados pelo cliente. ";
2014;10;Reclamação não regulada;Problemas enfrentados com o atendimento preferencial;"Para as situações relacionadas à não observância de legislação específica sobre atendimento a pessoas com deficiência ou com mobilidade reduzida, temporária ou definitiva, idosos, gestantes, lactantes e pessoas acompanhadas por criança de colo.

";
2014;10;Reclamação não regulada;Produto ou serviço não solicitado (exceto cartões de crédito/débito);"Para as situações relacionadas ao recebimento de produtos/serviços não solicitados (exceto cartões de crédito/débito), tais como:
- recebimento de títulos de capitalização;
- recebimento de fatura cobrando mensalidades de seguro;
- indicação de lançamentos futuros em conta-corrente (a débito) relativos a produtos e serviços não solicitados.";
2014;10;Reclamação não regulada;Publicidade enganosa;"Para as situações relacionadas à publicidade, por parte da instituição financeira, capaz de induzir o cliente ou o usuário a erro a respeito de natureza, características, riscos, taxas, comissões, tarifas ou qualquer outra forma de remuneração, prazos, tributação e quaisquer outros dados referentes a contratos, operações ou serviços oferecidos ou prestados. ";
2014;10;Reclamação não regulada;Reclamações relacionadas a assuntos diversos;"Para situações relacionadas a assuntos diversos, não classificadas em rubricas específicas, tais como:
- imposição de constrangimentos em cobranças de dívidas, inclusive cartão de crédito;
- não prevenção de danos causados por erros operacionais;
- recusa de cancelamento de produtos e serviços (exceto pacote de tarifas e cartão de crédito);
- ligações telefônicas oferecendo produtos e serviços, inclusive cartão de crédito;
- limites para saques/transferências em meios alternativos.";
2014;10;Reclamação regulada;Recusa de cancelamento de pacote de serviços;Para os casos em que a instituição financeira se recusa a cancelar o pacote de serviços a pedido do cliente.;
2014;10;Reclamação não regulada;Recusa de produtos ou serviços;"Para as situações relacionadas à recusa de produtos e serviços, por parte de instituição financeira, tais como:
- recepção de depósito/pagamento em moeda metálica;
- abertura de conta;
- concessão de crédito; 
- contratação de câmbio;
- substituição de bens dados em garantia;  
- aditamento contratual (alteração de cláusulas propostas pelo cliente);
- transferência de titularidade do devedor de financiamento;
- transferência de agência;
- fornecimento de cartão crédito.";
2014;10;Reclamação regulada;Recusa de recebimento de boleto bancário no caixa convencional;"Para os casos em que a instituição financeira se recusa a receber boleto bancário de outra instituição financeira, ou dela mesma, no caixa convencional, exceto quando decorrer de contrato ou convênio que preveja canais de atendimento específicos.";
2014;10;Reclamação regulada;Recusa em acatar saques em espécie, de até R$ 5.000,00, no mesmo expediente;"Para os casos envolvendo a recusa, por parte da instituição financeira, em acatar saques em espécie de conta de depósitos à vista de valor igual ou inferior a R$ 5.000,00, no mesmo expediente e na agência detentora da conta.
";
2014;10;Reclamação regulada;Recusa em fornecer a seus clientes informações cadastrais a eles relativas;"Para os casos em que há recusa, por parte da instituição financeira, em fornecer a cliente ou a terceiros por ele autorizado informações cadastrais a ele relativas.
";
2014;10;Reclamação regulada;Recusa ou difilculdade de acesso aos canais de atendimento convencionais;"Para os casos envolvendo recusa ou difilculdade de acesso aos canais de atendimento convencionais, inclusive guichês de caixa, mesmo na hipótese de a instituição financeira oferecer atendimento alternativo ou eletrônico. Não aplicável a dependências exclusivamente eletrônicas nem à prestação de serviços de cobrança e de recebimento decorrentes de contratos ou convênios que prevejam canais de atendimento específicos.";
2014;10;Reclamação não regulada;Renegociação de dívida (exceto cartão de crédito);"Para as situações envolvendo renegociação de dívidas, exceto as envolvendo cartão de crédito.";
2014;10;Reclamação não regulada;Renegociação de dívidas/encargos relacionadas a cartão de crédito;Para situações relacionadas à renegociação de dívida ou encargos de cartão de crédito.;
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais por ausência de documentação de desistência do devedor;"Para os casos envolvendo recusa, por parte da instituição financeira credora original, em efetuar portabilidade de operação de crédito (exceto crédito consignado e financiamento imobiliário) de  pessoa natural, sob alegação de desistência por parte do devedor, sem a necessária apresentação de documentação comprobatória dessa desistência.";
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relatívas a pessoas naturais por recusa injustificada;"Para os casos envolvendo recusa injustificada, por parte da instituição financeira credora original, para efetuar portabilidade de operação de crédito (exceto crédito consignado e financiamento imobiliário) de pessoa natural, tais como: 
- não fornecimento do saldo devedor ou de outras informações necessárias para concluir a portabilidade;
- não comunicação de desistência dentro do prazo previsto;
- alegação indevida de problemas de inconsistência na TED.";
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais por ausência de documentação de desistência do devedor;"Para os casos envolvendo a recusa, por parte da instituição financeira credora original, em efetuar portabilidade de operação de crédito consignado de pessoa natural, sob alegação de desistência por parte do devedor, sem a necessária apresentação de documentação comprobatória dessa desistência.";
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais por recusa injustificada;"Para os casos envolvendo recusa injustificada, por parte da instituição financeira credora original, para efetuar portabilidade de operação de crédito consignado de pessoa natural, tais como: 
- não fornecimento do saldo devedor ou de outras informações necessárias para concluir a portabilidade;
- não comunicação de desistência dentro do prazo previsto;
- alegação indevida de problemas de inconsistência na TED.";
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de crédito relativas a pessoas jurídicas;"Para os casos envolvendo a recusa injustificada ou imposição de dificuldades, por parte da instituição financeira credora original, para efetuar portabilidade de operação de crédito de pessoa jurídica, mediante a transferência de recursos pela instituição financeira proponente do novo empréstimo. ";
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de financiamento imobiliário relativas a pessoas naturais por ausência de documentação de desistência do devedor;"Para os casos envolvendo a recusa, por parte da instituição financeira credora original, em efetuar portabilidade de operação de financiamento imobiliário  de pessoa natural, sob alegação de desistência por parte do devedor, sem a necessária apresentação de documentação comprobatória dessa desistência.";
2014;10;Reclamação regulada;Restrição à realização de portabilidade de operações de financiamento imobiliário relativas a pessoas naturais por recusa injustificada;"Para os casos envolvendo recusa injustificada, por parte da instituição financeira credora original, para efetuar portabilidade de operação de financiamento imobiliário de pessoa natural, tais como: 
- não fornecimento do saldo devedor ou de outras informações necessárias para concluir a portabilidade;
- não comunicação de desistência dentro do prazo previsto;
- alegação indevida de problemas de inconsistência na TED;
- não fornecimento da documentação necessária para as devidas averbações no cartório de registro de imóveis.";
2014;10;Reclamação não regulada;Restrições cadastrais;"Para as situações envolvendo restrições cadastrais no Serasa, SPC e outros cadastros não constantes da base de dados do Banco Central, inclusive as oriundas de operações com cartão de crédito, tais como:
- inclusão indevida em cadastros restritivos;
- demora na retirada de restrições cadastrais, após a quitação da dívida.";
2014;10;Reclamação regulada;Saque ou depósito divergente em terminais de autoatendimento;"Para os casos envolvendo saques e depósitos divergentes em terminais de autoatendimento, tais como: 
- depósitos não creditados ou creditados fora do prazo;
- não liberação de cédulas com a ocorrência do débito correspondente ao saque na conta.";
2014;10;Reclamação não regulada;Segurança bancária;"Para os casos relacionados à segurança bancária, tais como:
- constrangimentos impostos ao cliente ou usuário em nome da segurança bancária; e
- falta de segurança nas dependências da instituição financeira.";
2014;10;Reclamação não regulada;Tempo de espera em fila;Para as situações envolvendo o tempo de espera em filas na instituição financeira.;
2014;10;Reclamação não regulada;Terminais eletrônicos e internet;"Para problemas relacionados: 
I - ao uso de terminais eletrônicos de autoatendimento, tais como:
a) sem numerário;
b) com defeito;
c) sem envelope;
d) sem papel de comprovante.

II - à internet banking, tais como:
a) site indisponível;
b) lentidão para processar operações;
c) à dificuldades para obtenção de senha para acesso ao site de internet banking, inclusive em caso de bloqueio da senha anterior pela instituição financeira.";
2014;10;Reclamação regulada;Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;"Para os casos em que foi utilizada incorretamente pela instituição financeira a taxa de desconto no cálculo do valor presente das demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário.";
2014;10;Reclamação regulada;Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;Para os casos em que foi utilizada incorretamente pela instituição financeira a taxa de desconto no cálculo do valor presente das operações de crédito consignado.;
2014;10;Reclamação regulada;Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de financiamento imobiliário;Para os casos em que foi utilizada incorretamente pela instituição financeira a taxa de desconto no cálculo do valor presente das operações de financiamento imobiliário.;
2014;10;Reclamação não regulada;Venda casada;Para as situações relacionadas à venda casada (contratação de operação condicionada à realização de outras operações ou à aquisição de outros bens e serviços).;
