Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado); ;0;0;1;1;12378;10399;3607;3207;
2015;2;Menos de dois milhões de clientes;Banco/financeira;13660104;AGIPLAN FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;0;2;1;3;104514; ;104514; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;36321990;AGORACRED S A SOCIEDADE DE CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;2;2;37405; ;37405; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;2;6;9;17;449748;269145;183662;0;
2015;2;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;0;1;1;91169;5686;85881;1520;
2015;2;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A; ;0;0;1;1;128902;100704;44030;80499;
2015;2;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;0;0;1;1;26080;2015;24863; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;8;1;22;31;1531511; ;1531511; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;0;2;5;7;499473;403642;179491;271995;
2015;2;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;22,13;15;97;78;190;677772;32751;649005;7932;
2015;2;Menos de dois milhões de clientes;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S A; ;0;1;0;1;53867; ;53867; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;0;0;5;5;790137;776615;139808;570008;
