Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;2;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;0;4;10;14;686546;682144;159969;515812;
2015;2;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;3;9;12;4592833;4395719;865176;3125587;
2015;2;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;2;11;23;36;153614;5899;148382;2040;
2015;2;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;1;1;5;7;28353;1240;27118;856;
2015;2;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;0;0;2;2;348;348; ;158;
2015;2;Menos de dois milhões de clientes;Banco/financeira;07441209;BANCO MONEO S A; ;0;0;1;1;1133;2;1131; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;1;1;2;133669;2727;131057;773;
2015;2;Menos de dois milhões de clientes;Banco/financeira;04866275;BANCO STANDARD DE INVESTIMENTOS S A; ;0;0;1;1;2;0;2; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;0;1;1;132034;14822;120011; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;2;1;3;198030;157761;53708;16066;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;6;5;11;1240873;936923;363965;633829;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;0;0;1;1;1162302;1125233;244343;863818;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;2;0;2;29684;4435;25854;2282;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);5,62;22;61;31;114;3909748;3131826;1551848;2404386;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;1;4;1;6;27532; ;27532; ;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);3,41;189;376;1073;1638;55361811;53790911;16006084;36941731;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado); ;6;28;18;52;172397;17599;157851;7184;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);25,55;41;147;183;371;1604075;24704;1580961;7065;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);272,66;336;331;264;931;1232267;14266;1218362;1818;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BONSUCESSO (conglomerado); ;9;44;40;93;496967;11739;485526;1971;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);5,31;399;888;913;2200;75086332;69815169;21851055;33956702;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado); ;8;30;17;55;754492;698175;248278;530255;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);11,84;887;733;2214;3834;74884185;72872546;15030205;61345789;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;CAIXA GERAL (conglomerado); ;0;1;0;1;1169;1105;120;431;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);12,10;13;44;67;124;1073700;533433;689006;221506;
2015;2;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;2;6;8;16;760325; ;760325; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;0;1;1;2;499240; ;499240; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;11271860;DREBES FINANCEIRA S A  CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;72578; ;72578; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;1;1;0;2;0; ; ; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;0;1;1;10697;10682;55;1731;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;1;5;16;22;619418;5155;618470; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;1;0;0;1;54022; ;54022; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;1;0;1;2;468585;11;468575; ;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);8,29;85;172;107;364;10243927;7534302;4472221;6235664;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;1;3;1;5;47842;4745;43589;782;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;1;0;1;13612;5955;8528;3017;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;0;19;2;21;162441;7827;155032;2379;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);4,28;250;1323;1252;2825;58285018;45416826;28102613;27492103;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;J.MALUCELLI (conglomerado);58,06;21;81;21;123;361642;4058;357906;1253;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;1;1;0;2;9547; ;9547; ;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);3,28;7;25;17;49;2134096;1425345;972411;975770;
2015;2;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;1;0;2;686649; ;686649; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;1;0;4;5;305977; ;305977; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;0;6;5;11;39005;3459;35919;1206;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;PANAMERICANO (conglomerado);20,95;40;175;162;377;1909008;12560;1897443;2925;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;0;1;4;5;1397400; ;1397400; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;PINE (conglomerado); ;1;1;0;2;9748;5064;5019;1429;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;3;4;21;28;845994; ;845994; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;2;2;59615; ;59615; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;1;3;5;9;127560;456;127192; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;0;5;5;47828;39809;20092;232;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado); ;1;45;75;121;596483;261960;378107;137262;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);6,69;211;465;564;1240;31520578;28155315;9118625;22956024;
2015;2;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;124490; ;124490; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;11970623;SENFF S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;4550; ;4550; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;0;2;0;2;1935873;1901580;88951;979381;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;7;18;20;45;738533;585;738015;68;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;1;0;1;21346;6234;15291;1487;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;0;0;3;3;34385;23577;11638;7978;
2015;2;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;0;7;7;66842; ;66842; ;
2015;2;Menos de dois milhões de clientes;Banco/financeira;09473806;TODESCREDI S A   CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;9171; ;9171; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;5;6;11;657895;1386;656871; ;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;1;0;1;10127;259;10121; ;
2015;2;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);3,19;14;77;125;216;4378843;18505;4363369;6614;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;1;0;0;1;3;3; ;1;
2015;2;Menos de dois milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;1;1;2;120117;48;120071; ;
