Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;9;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado); ;3;7;9;19;112613; ;112613;335;
2015;9;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;1;5;13;19;449031;269113;182607;3866;
2015;9;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;0;1;1;2630;922;1716;134;
2015;9;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;0;1;1;96752;6317;90837;1828;
2015;9;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A; ;1;1;0;2;4433;304;4154;264;
2015;9;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A; ;0;0;1;1;111253;85869;36546;84598;
2015;9;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A; ;9;39;20;68;64213;15531;49005;1;
2015;9;Menos de dois milhões de clientes;Banco/financeira;15173776;BANCO CAPITAL S A; ;0;0;1;1;1432;1384;126;346;
2015;9;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;2;0;1;3;26521;1903;25340;214;
2015;9;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;5;9;35;49;1706111; ;1706111; ;
2015;9;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;0;1;1;2;506926;417166;179062;279527;
2015;9;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;102,49;77;197;67;341;751245;35829;719895;9499;
2015;9;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;5;2;2;9;821682;793160;184872;601381;
2015;9;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;3;7;2;12;711698;707314;168508;553206;
2015;9;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;2;8;10;5002777;4815914;899373;3666305;
2015;9;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;1;5;11;17;114135;5444;109272;1710;
2015;9;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;0;0;1;1;1226;1226; ;248;
2015;9;Menos de dois milhões de clientes;Banco/financeira;90731688;BANCO FORD S A; ;0;1;0;1;504;219;290;49;
2015;9;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;1;1;3;5;28431;344;28127;130;
2015;9;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;0;1;1;10167;3953;6495;1085;
2015;9;Menos de dois milhões de clientes;Banco/financeira;07441209;BANCO MONEO S A; ;0;0;1;1;1236;2;1234; ;
2015;9;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;1;2;4;7;151084;3141;148098;1133;
2015;9;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;3;3;6;140562;15021;128336;107;
2015;9;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;0;5;5;213484;159427;67609;15364;
