Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);2.727,82;361;798;79;1238;132340; ;132340; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;3;16;11;30;448286;269056;181835;0;
2015;11;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;1;1;2;98418;6531;92304;1828;
2015;11;Menos de dois milhões de clientes;Banco/financeira;00997185;BANCO BM FBOVESPA DE SERVICOS DE LIQUIDACAO E CUSTODIA S A; ;0;0;1;1;681;681; ;39;
2015;11;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A; ;8;41;14;63;57282;15677;41962;2115;
2015;11;Menos de dois milhões de clientes;Banco/financeira;33132044;BANCO CEDULA S A; ;0;0;1;1;12189;2797;9638;145;
2015;11;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;3;6;37;46;1758878; ;1758878; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;1;1;1;3;506266;418594;177129;279527;
2015;11;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;131,78;100;190;108;398;758810;36497;726838;9499;
2015;11;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;5;7;2;14;798352;798352; ;601381;
2015;11;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;2;3;9;14;704289;699758;168559;553206;
2015;11;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;5;9;14;5106904;4922763;902526;3666305;
2015;11;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;0;9;9;18;105030;5347;100244;1710;
2015;11;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;1;2;5;8;29949;1221;28732;248;
2015;11;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;0;1;1;6848;420;6469; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;1;0;1;10006;4030;6274;1085;
