Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;11;Menos de dois milhões de clientes;Banco/financeira;07441209;BANCO MONEO S A; ;0;0;1;1;1268;2;1266; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;2;1;3;152322;3294;149204;1133;
2015;11;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;2;2;4;142357;15037;130045; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;4;1;2;7;216911;160113;70185;15364;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;12;4;16;1350845;1005336;407939;0;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;5;1;1;7;1181546;1145679;245529;851615;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;0;4;4;15128;4157;11354;1897;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);5,70;22;90;52;164;3853815;3046120;1582620;2436180;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);5,43;305;826;1222;2353;56074526;54428374;16122463;39617704;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado); ;0;35;14;49;175330;13084;164422;6043;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);201,65;360;243;253;856;1785207;14904;1771638;5140;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);125,85;184;243;178;605;1462000;14437;1447960;2201;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BNY MELLON (conglomerado); ;1;0;0;1;1271;1271; ;870;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;0;1;1;1125;1116;50;282;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);9,17;705;1230;1199;3134;76845322;71389262;22708633;35027280;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado); ;2;21;24;47;755967;681359;262578;551322;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);12,57;974;1242;2708;4924;77481996;75299553;14597504;66628317;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);17,43;19;40;68;127;1089980;543506;692878;209602;
2015;11;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;1;25;30;56;1000920; ;1000920; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;0;0;3;3;504911; ; ; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;1;6;0;7;9638; ;9638; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;00411939;FINAMAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;1;1;3;74415; ;74415; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;2;8;16;26;608151;2283;607241; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;0;11;11;458519;17;458507; ;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);5,50;70;127;166;363;12719157;9922115;4663109;6291054;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;0;1;2;3;45434;4031;41892;805;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;1;46;68;115;179535;10089;169959;4054;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);9,01;537;1882;1898;4317;59586368;46933657;27929278;26227872;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;J.MALUCELLI (conglomerado); ;4;115;37;156;387650;4576;383528;1578;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;1;4;0;5;7572; ;7572; ;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);4,99;10;90;28;128;2002182;1483449;821048;1086096;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;0;2;2;34767;78;34760; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;6;6;13;25;905346; ;905346; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;2;0;12;14;1064391; ;1064391; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;0;19;7;26;53957;6386;48493;1685;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;OURINVEST (conglomerado); ;0;0;1;1;13491;8972;4521; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;PAN (conglomerado);21,14;37;309;212;558;1749537;13742;1737211;3012;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;1;4;12;17;1436282; ;1436282; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;PINE (conglomerado); ;0;2;0;2;9583;5120;4759;1237;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;5;11;27;43;875966; ;875966; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;2;5;7;66086; ;66086; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;0;0;7;7;111777;381;111511; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;0;1;1;2;14418;9942;5621;3157;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;1;2;3;23189;14481;17743;319;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado); ;8;89;77;174;703666;271093;476075;145352;
2015;11;Menos de dois milhões de clientes;Banco/financeira;05503849;SANTANA S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;4;4;24514; ;24514; ;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);7,12;237;778;1042;2057;33257121;29477205;9617643;23195382;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;4;2;0;6;6257; ;6257; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;144683; ;144683; ;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;SICREDI (conglomerado); 0 ;0;1;0;1;2190490;2160141;90027;1151454;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado);45,80;25;93;14;132;545825;712;545184;63;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;0;1;0;1;39337;30307;9916;11910;
2015;11;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;1;0;4;5;79997; ;79997; ;
2015;11;Menos de dois milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S A    CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;0;2;1;3;90375; ;90375; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;3;26;29;598461;1388;597433; ;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;1;1;2;10843;200;10836; ;
2015;11;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);2,52;10;125;111;246;3960415;17169;3945712;5037;
2015;11;Menos de dois milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;0;2;2;110954;52;110904; ;
