Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado); ;1;9;4;14;106068; ;106068;319;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;0;5;9;14;448362;269126;182041;3966;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;0;1;1;2877;874;2011;126;
2015;7;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;0;2;2;95213;6090;89533;1654;
2015;7;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A; ;0;1;1;2;4426;303;4147;220;
2015;7;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A; ;0;0;2;2;126213;101396;39079;84178;
2015;7;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;125,82;10;40;25;75;79475;15502;64264;2060;
2015;7;Menos de dois milhões de clientes;Banco/financeira;27937333;BANCO BRJ S A; ;0;1;0;1;378;317;76;169;
2015;7;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;1;0;0;1;26686;1960;25477;187;
2015;7;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;2;6;21;29;1640358; ;1640358; ;
2015;7;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;1;0;3;4;505344;414240;178795;271915;
2015;7;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;129,86;95;219;98;412;731516;34519;701320;9269;
2015;7;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;12,23;10;3;2;15;817159;788590;184991;591373;
2015;7;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;1;7;7;15;704407;700006;165534;540369;
2015;7;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A;0,41;2;4;9;15;4876670;4685513;888757;3402820;
2015;7;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;0;10;26;36;125478;5411;120687;1959;
2015;7;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;0;0;2;2;25284;1230;24058;693;
2015;7;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;0;1;1;7670;391;7320;225;
2015;7;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;0;0;4;4;28946;346;28640;159;
2015;7;Menos de dois milhões de clientes;Banco/financeira;02318507;BANCO KEB DO BRASIL S A; ;0;0;1;1;460;458;32;157;
2015;7;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;3;1;4;147054;3005;144191;932;
2015;7;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;5;7;12;14961;14961; ; ;
2015;7;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;1;0;1;210027;160207;63435;15588;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;13;7;20;1293592;964394;389786;684975;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;1;3;1;5;1162463;1125793;246627;885119;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;2;4;6;27050;4286;23210;1926;
2015;7;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);3,86;15;110;59;184;3876426;3084776;1575511;2511423;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;1;2;1;4;27273; ;27273;320;
2015;7;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);4,79;268;748;1183;2199;55868687;54265276;16095713;38375772;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BES (conglomerado); ;0;0;1;1;605;505;107;273;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado);150,85;26;51;24;101;172352;15867;159060;6971;
2015;7;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);68,12;99;189;192;480;1453113;24537;1429953;5495;
