Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2014;8;Menos de dois milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado); ;1;0;0;1;11834;9820;3628;2651;
2014;8;Menos de dois milhões de clientes;Banco/financeira;13660104;AGIPLAN FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;1;2;12;15;96507; ;96507; ;
2014;8;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;1;13;9;23;455671;269256;189948;0;
2014;8;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;0;4;4;86042;5428;81066;1552;
2014;8;Menos de dois milhões de clientes;Banco/financeira;48795256;BANCO BRACCE S A; ;0;0;2;2;3102;671;2440;105;
2014;8;Menos de dois milhões de clientes;Banco/financeira;27937333;BANCO BRJ S A; ;0;0;1;1;277;203;85; ;
2014;8;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;0;0;1;1;23900;2084;22648; ;
2014;8;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;6;5;18;29;1380078; ;1380078; ;
2014;8;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;1;4;2;7;499080;398473;181953;273963;
2014;8;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;29,16;18;181;100;299;617192;29946;591121;9399;
2014;8;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;1;4;2;7;769757;755987;139658;556303;
2014;8;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;3;7;7;17;662197;657776;158156;487899;
2014;8;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;1;15;16;4264252;4059056;836259;2791476;
2014;8;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;1;18;27;46;208079;6356;202467;2300;
2014;8;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;5;14;3;22;46300;1312;44994;742;
2014;8;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;0;1;1;9379;298;9090; ;
2014;8;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;0;2;5;7;53031;302;52783;141;
2014;8;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;0;1;1;12331;3548;9022;1022;
2014;8;Menos de dois milhões de clientes;Banco/financeira;00253448;BANCO POTTENCIAL S A; ;0;0;1;1;6826;6028;987;895;
2014;8;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;1;0;1;104955;2575;102467;701;
2014;8;Menos de dois milhões de clientes;Banco/financeira;04866275;BANCO STANDARD DE INVESTIMENTOS S A; ;0;0;2;2;6;4;2; ;
2014;8;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;0;4;4;114364;14885;102530; ;
2014;8;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;1;0;4;5;158733;124518;47497;15348;
2014;8;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;1;2;7;10;1133094;869320;316588;586654;
