Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);211,52;30;140;39;209;141825; ;141825; ;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;1;5;7;13;445993;269050;179494;0;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;0;1;1;2696;988;1716;0;
2015;12;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;1;0;1;99405;6592;93207;1828;
2015;12;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A; ;5;26;26;57;54727;15785;39294;2115;
2015;12;Menos de dois milhões de clientes;Banco/financeira;15173776;BANCO CAPITAL S A; ;0;1;0;1;1434;1388;124;0;
2015;12;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;2;4;44;50;1804556; ;1804556; ;
2015;12;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;1;0;9;10;506030;419316;176321;279527;
2015;12;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;94,10;72;195;89;356;765124;36946;732662;9499;
2015;12;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;5;3;5;13;830942;800923;188205;601381;
2015;12;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;3;2;7;12;707082;702565;169659;553206;
2015;12;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;7;13;20;5165962;4983371;904831;3666305;
2015;12;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;2;7;11;20;101061;5322;96289;1710;
2015;12;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;1;0;0;1;29588;1219;28373;248;
2015;12;Menos de dois milhões de clientes;Banco/financeira;90731688;BANCO FORD S A; ;0;0;1;1;497;215;285; ;
2015;12;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;0;2;1;3;26007;343;25683;0;
2015;12;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;0;1;1;9867;4080;6099;1085;
2015;12;Menos de dois milhões de clientes;Banco/financeira;07441209;BANCO MONEO S A; ;0;1;0;1;1284;2;1282; ;
2015;12;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;2;1;3;155578;3392;152373;1133;
2015;12;Menos de dois milhões de clientes;Banco/financeira;07679404;BANCO TOPAZIO S A; ;0;0;1;1;34096;1153;33118;0;
2015;12;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;3;10;13;142709;15031;130363; ;
2015;12;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;2;2;4;219603;160461;72384;15364;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;3;6;9;1371240;1015230;420222;0;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;3;0;1;4;1186885;1151210;245914;851615;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;0;2;2;14722;4116;10988;1897;
2015;12;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);3,06;12;72;49;133;3917957;3111216;1579743;2436180;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;2;9;0;11;26717; ;26717; ;
2015;12;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);5,05;284;685;1143;2112;56133164;54477871;16156522;39617704;
2015;12;Menos de dois milhões de clientes;Banco/financeira;11285104;BIORC FINANCEIRA   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;1;1;0;2;2170; ;2170;4;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);136,48;272;255;489;1016;1992887;15077;1979208;5140;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);108,50;162;389;179;730;1493049;14276;1479177;2201;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;0;1;1;1135;1125;51;282;
2015;12;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);8,39;647;1322;1060;3029;77025444;71489641;22893666;35027280;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado);18,45;14;28;27;69;758616;683334;263096;551322;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;2;2;4;43317;43128;615;0;
2015;12;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);7,89;616;890;1798;3304;78011557;75853460;14487156;66628317;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;CCB (conglomerado); ;5;41;25;71;96857;12427;86493;0;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);21,77;24;41;67;132;1102055;544452;705384;209602;
2015;12;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;0;25;28;53;1009198; ;1009198; ;
2015;12;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;0;0;1;1;504911; ;504911; ;
