Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado); ;4;7;11;22;110590; ;110590;319;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;7;9;13;29;449455;269134;183210;3966;
2015;5;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;0;2;1;3;94319;5901;88811;1654;
2015;5;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A; ;0;2;0;2;4436;302;4157;220;
2015;5;Menos de dois milhões de clientes;Banco/financeira;09391857;BANCO AZTECA DO BRASIL S A; ;0;1;0;1;129266;103094;41718;84178;
2015;5;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;160,64;15;44;6;65;93373;14735;78887;2060;
2015;5;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;0;0;1;1;26443;1947;25259;187;
2015;5;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;6,31;10;5;15;30;1584551; ;1584551; ;
2015;5;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;0;3;0;3;503029;410514;178591;271915;
2015;5;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;91,38;66;209;77;352;722199;33641;692700;9269;
2015;5;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;5;0;0;5;797818;784418;139742;591373;
2015;5;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;1;1;7;9;693187;693187; ;540369;
2015;5;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;3;10;13;4751135;4557834;875400;3402820;
2015;5;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;1;17;26;44;137174;5739;132075;1959;
2015;5;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;6;3;1;10;26217;1232;24989;693;
2015;5;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;1;0;1;8057;388;7711;225;
2015;5;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;1;4;6;11;346;346; ;159;
2015;5;Menos de dois milhões de clientes;Banco/financeira;02318507;BANCO KEB DO BRASIL S A; ;0;0;2;2;455;452;33;157;
2015;5;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;0;1;1;10914;3881;7305;1152;
2015;5;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;0;3;3;140468;2882;137719;932;
2015;5;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;0;5;5;136047;14891;123922; ;
2015;5;Menos de dois milhões de clientes;Banco/financeira;15357060;BANCO WOORI BANK DO BRASIL S A; ;0;0;2;2;1012;1012; ;390;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;5;2;7;1283792;968221;375774;684975;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;3;5;4;12;1160991;1124130;245652;885119;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;1;2;3;28089;4296;24251;1926;
2015;5;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);2,82;11;97;46;154;3889025;3104093;1569120;2511423;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;1;6;1;8;27548; ;27548;320;
2015;5;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);4,23;236;666;1201;2103;55723061;54137296;16016119;38375772;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado);81,02;14;28;24;66;172780;16373;159164;6971;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);90,40;132;141;174;447;1460027;25163;1436481;5495;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;1;1;17769; ;17769;28;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);308,66;394;438;150;982;1276471;14226;1262614;1937;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;989;982;37;239;
2015;5;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);15,64;1185;1436;1151;3772;75747049;70444645;22109516;35472596;
2015;5;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado); ;4;21;18;43;772186;711192;255587;500198;
