Ano;Trimestre;Categoria;Tipo;CNPJ IF;Conglomerado;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355; ;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36,63;746;293;429;510;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;40429946; ;BANCO PORTO REAL DE INVESTIMENTOS S.A; ;1;0;0;1;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39993186; ;FORIS GFS BR INSTITUICAO DE PAGAMENTO LTDA; ;4;1;1;4;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37880206; ;CORA SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;163;18;19;158;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487; ;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;16;2;3;12;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700; ;QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;37;8;10;30;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36321990; ;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;38;7;11;25;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35523352; ;BEES INSTITUICAO DE PAGAMENTO LTDA.; ;2;0;0;1;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35084163; ;SUPERBID PAY INSTITUICAO DE PAGAMENTO LTDA; ;1;1;1;2;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33132044; ;BANCO CEDULA S.A.; ;3;1;3;1;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;32223020; ;FLASH TECNOLOGIA E  INSTITUICAO DE PAGAMENTO LTDA; ;11;8;8;11;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31680151; ;SWAP MEIOS DE PAGAMENTOS INSTITUICAO DE PAGAMENTO S.A.; ;22;12;13;21;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31597552; ;BANCO CLASSICO S.A.; ;1;0;0;1;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30980539; ;U4C INSTITUIÇÃO DE PAGAMENTO S.A.; ;3;1;2;2;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;29759316; ;SERVNET INSTITUIÇÃO DE PAGAMENTO LTDA.; ;3;1;3;1;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;28517628; ;BANCO PACCAR S.A.; ;2;0;0;2;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27970567; ;HINOVA PAY INSTITUICAO DE PAGAMENTO S.A.; ;2;0;0;1;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731; ;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7,53;507;31;41;384;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27214112; ;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;2;2;4;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27084098; ;TRANSFEERA INSTITUIÇÃO DE PAGAMENTO S.A; ;11;3;3;12;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;26225776; ;CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;6;0;0;3;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;25021356; ;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.; ;31;12;17;22;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;24313102; ;99PAY INSTITUICAO DE PAGAMENTO S.A.;66,68;1578;284;555;807;
2024;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23511655; ;DEUTSCHE SPARKASSEN LEASING DO BRASIL BANCO MÚLTIPLO S.A.; ;0;0;0;1;
