Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado); ;11;20;7;38;6375721;6375720;8;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BOCOM (conglomerado); ;1;0;0;1;9240;7709;2271;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);18,96;2007;2886;1099;5992;105844674;100820790;38939950;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);68,93;453;272;131;856;6570990;4635378;3211073;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);34,11;791;877;246;1914;23184516;17524249;9293256;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;C6 BANK (conglomerado);15,23;432;1120;346;1898;28349422;24375487;8422636;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);11,52;1745;2014;1249;5008;151431759;149814147;30922408;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;0;0;2;2;1062;1036;93;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;3;5;10;150216; ;150216;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;0;3;6;55018;53754;7467;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CCB (conglomerado); ;1;20;5;26;136066;2405;133998;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.;27,49;48;9;0;57;1745943;1745943; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;26225776;CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;6;1;7;124696;72;124624;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01027058;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;9;7;17;33;1098506;1098391;116;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;0;7;2;9;19809;19322;1362;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;18189547;CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA; ;12;41;2;55;1226420;1226420; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO (conglomerado);54,22;64;30;48;142;1180313;368950;1017431;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;2;9;3;14;269528;65;269479;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;12473687;CONTA PRONTA INSTITUICAO DE PAGAMENTO LTDA; ;0;2;0;2;28446;28446; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05938780;COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.; ;1;3;7;11;285186;1498;284804;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;3;3;6;680807; ;680807;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0;0;1;1;5860;5855;222;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM (conglomerado); ;16;22;19;57;5053641; ;5053641;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA (conglomerado);13,24;59;196;143;398;4455516;2611402;2357319;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;44353942;CUMBUCA INSTITUIÇÃO DE PAGAMENTO LTDA.; ;1;0;0;1;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);87,48;189;423;44;656;2160425;384593;1853954;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;25021356;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.; ;7;3;0;10;50361;50355;6;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.;8,00;43;20;1;64;5371951;5366511;5751;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.; ;8;3;0;11;137302;137300;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;0;3;0;3;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;56,46;71;221;47;339;1257333;686;1256654;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;3;3;6;83343;1457;81909;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FISERV (conglomerado); ;2;4;1;7;127; ;127;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13203354;FITBANK INSTITUIÇÃO DE PAGAMENTOS ELETRÔNICOS S.A.; ;0;12;1;13;56475;56475; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA; ;4;2;0;6;73827;73827; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39993186;FORIS GFS BR INSTITUICAO DE PAGAMENTO LTDA; ;2;1;0;3;272746;272746; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02732968;FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A; ;6;11;2;19;641493; ;641493;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZIN (conglomerado); ;0;1;1;2;130044;29197;106732;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;13;6;0;19;1144041;1144039;514;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GERENCIANET (conglomerado); ;5;23;4;32;433406;433241;14971;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;2;9;10;21;224742;493;224338;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22177858;GRANITO INSTITUIÇÃO DE PAGAMENTO S.A.; ;2;3;1;6;60; ;60;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06339468;GRAZZIOTIN FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;4;4;84806;1;84805;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10314753;GREEN NET INSTITUIÇÃO DE PAGAMENTO LTDA; ;2;0;0;2;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado); ;16;46;7;69;442222;438788;6988;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado); ;4;15;8;27;436854;49306;410299;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;2;5;3;10;207490;566;206987;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;7;10;12;29;373239;160;373165;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB INSTITUIÇÃO DE PAGAMENTO S.A.; ;24;21;0;45;13356518;13356501;90;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;7;13;2;22;80050;4656;76281;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);18,61;543;910;216;1669;29168040;28975938;4996366;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);10,19;1027;3384;1618;6029;100715079;83571648;53260004;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;112,35;33;23;2;58;293717;293408;3555;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;4;10;4;18;32289; ;32289;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;1;0;1;4064;4043;84;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;3;3;6;365932;9;365926;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33630661;LATAM TECNOLOGIA INSTITUICAO DE PAGAMENTO LTDA; ;0;2;0;2;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;12;7;2;21;386278;9;386269;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07652226;LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A; ;2;4;5;11;27132;96;27036;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;LOAN BRASIL (conglomerado); ;4;8;2;14;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;13;5;21;710200; ;710200;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MASTER (conglomerado);255,46;178;193;42;413;696779;21370;680257;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11351086;MERCADO BITCOIN INSTITUICAO DE PAGAMENTO LTDA; ;2;0;0;2;0;0;0;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO PAGO (conglomerado);5,35;274;722;193;1189;51149745;51087917;5977082;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);49,57;366;313;78;757;7382083;4594550;4350505;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;2;2;2;6;18411;418;18067;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;25;110;64;199;8120832;2923141;7415975;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;6;3;11;517968;683;517289;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON (conglomerado);11,06;245;197;49;491;22143179;22122647;2630985;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;10;29;6;45;908214;19341;905311;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NUBANK (conglomerado);7,97;687;1881;577;3145;86110428;84356394;49581461;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NVIO BRASIL (conglomerado); ;3;2;0;5;1190621;1190621; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado);9,47;31;86;30;147;3271775;235557;3052608;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);10,22;542;642;184;1368;53006870;52769213;4439279;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado);20,35;633;750;120;1503;31104813;30987652;833294;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30944783;PAGPRIME INSTITUICAO DE PAGAMENTO LTDA; ;0;1;0;1;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03816413;PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.;3,61;32;13;2;47;8854899;8854899; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado); ;20;138;10;168;699588;13649;686426;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20757199;PAY4FUN INSTITUICAO DE PAGAMENTO S.A.; ;2;0;0;2;455320;455320; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL INSTITUIÇÃO DE PAGAMENTO LTDA.; ;10;18;3;31;190383;190381;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7,21;79;80;37;196;10949037;10745597;3032250;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINBANK (conglomerado); ;1;3;0;4;33685;33685; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado);218,41;200;78;8;286;915693;11884;904451;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);24,02;78;146;86;310;3247224;9;3247224;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;40276692;PROTEGE PAY CASH INSTITUICAO DE PAGAMENTO S/A; ;1;0;0;1;994;994; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;7;9;17791; ;17791;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01722480;QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.; ;4;3;8;15;667937;321392;398876;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RANDON (conglomerado); ;2;0;0;2;6279;1008;5789;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;16;63;74;153;5446666;344200;5415296;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY (conglomerado);15,43;108;174;9;291;6999177;6999145;584;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;6;8;2;16;250016;246274;7615;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;65697260;REPOM INSTITUIÇÃO DE PAGAMENTO HUSA S.A.; ;5;2;1;8;270063;270063;4;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;1;4;5;10;30657;1628;29342;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06249129;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;1;2;19220;6;19214;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);31,10;189;499;109;797;6075577;2188349;4195257;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);14,94;991;2813;1080;4884;66304886;60583521;26464455;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;1;0;2;12785;323;12462;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SCANIA (conglomerado); ;0;1;0;1;6615;5616;6545;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFF (conglomerado); ;13;7;19;39;538162;284825;315714;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;29759316;SERVNET INSTITUIÇÃO DE PAGAMENTO LTDA.; ;2;1;0;3;605; ;605;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;18702;1306;17401;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;38372267;SHPP BRASIL INSTITUIÇÃO DE PAGAMENTO E SERVIÇOS DE PAGAMENTOS LTDA.; ;3;12;12;27;1469310;1469310; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SICREDI (conglomerado); ;18;31;16;65;8317686;8292646;252451;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA (conglomerado); ;0;3;0;3;7361;29;7332;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCIAL BANK (conglomerado); ;1;0;0;1;702;700;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;11;13;10;34;2868;434;2434;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);37,35;35;27;15;77;936992;926783;76993;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STELLANTIS (conglomerado); ;2;2;5;9;55221;700;54553;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE (conglomerado); ;28;48;12;88;5884181;5884033;149;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22121209;STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA; ;1;4;0;5;81; ;81;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP (conglomerado); ;11;8;4;23;133; ;133;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35084163;SUPERBID PAY INSTITUICAO DE PAGAMENTO LTDA; ;5;1;0;6;339537;339537; ;
