Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31680151;SWAP MEIOS DE PAGAMENTOS INSTITUICAO DE PAGAMENTO S.A.; ;2;2;0;4;1617166;1607086;309332;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;35547;12;35535;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27084098;TRANSFEERA INSTITUIÇÃO DE PAGAMENTO S.A; ;1;0;0;1;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30980539;U4C INSTITUIÇÃO DE PAGAMENTO S.A.; ;0;1;0;1;17351;17351; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;32192325;UZZIPAY INSTITUIÇÃO DE PAGAMENTO S.A.; ;2;0;0;2;5558;5558; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;14;8;24;210950;1071;209903;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOITER (conglomerado); ;0;1;3;4;36141;33896;2818;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado); ;10;37;19;66;371710;288;371553;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLVO (conglomerado); ;0;2;0;2;9541;49;9497;
2023;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);6,42;93;221;123;437;14472751;10994483;4851823;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VR (conglomerado); ;1;0;0;1;1436;75;1365;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;1;2;2;5;4;4; ;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WILL (conglomerado);25,82;155;50;49;254;6002444;5997719;3325074;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;XP (conglomerado);85,09;403;94;56;553;4735741;4734180;1154312;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;1;15;1;17;239950;227;239749;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35810871;Z1 INSTITUIÇÃO DE PAGAMENTO LTDA.; ;8;3;1;12;0;0;0;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;19468242;ZOOP TECNOLOGIA & INSTITUICAO DE PAGAMENTO S.A.; ;8;5;9;22;0;0;0;
