Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado);Bloqueio de valores ou de conta fora do âmbito do Pix;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;0;2;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado);Terminais eletrônicos, internet e aplicativos;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Abertura de conta de pagamento sem documentação necessária ou com documentação falsa - instituição de pagamento;8;2;0;10;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Bloqueio de valores ou de conta fora do âmbito do Pix - instituição de pagamento;1;4;0;5;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional) - instituição de pagamento;2;3;0;5;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Insatisfação com a resposta referente à reclamação registrada no BCB recebida - instituição de pagamento;0;7;0;7;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento - instituição de pagamento;0;0;3;3;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Irregularidades no processo de encerramento de conta de pagamento - instituição de pagamento;2;7;0;9;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Irregularidades relacionadas ao acompanhamento de conta de pagamento - instituição de pagamento;11;9;0;20;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Irregularidades relacionadas ao fornecimento de documentos por conta de pagamentos pós-paga - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito - instituição de pagamento;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a conta de pagamento pós-paga - instituição de pagamento;1;2;0;3;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a conta de pagamento pré-paga - instituição de pagamento;1;1;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Limites de transação - instituição de pagamento;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada para conta de pagamento pós-paga - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada para conta de pagamento pré-paga - instituição de pagamento;3;0;0;3;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Pix - Dificuldade para solicitar ou realizar devolução - instituição de pagamento;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Pix - liquidação - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;PIX - Chaves - instituição de pagamento;2;3;0;5;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;PIX - Iniciação - instituição de pagamento;3;0;0;3;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Renegociação de dívidas/encargos relacionadas à cartão de crédito - instituição de pagamento;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Restrições cadastrais por parte - instituição de pagamento;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;Terminais eletrônicos, internet e aplicativos - instituição de pagamento;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10868663;ACG INSTITUIÇÃO DE PAGAMENTO S.A.;Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional) - instituição de pagamento;2;0;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33171211;ACQIO ADQUIRENCIA INSTITUICAO DE PAGAMENTO S.A.;Bloqueio de valores ou de conta fora do âmbito do Pix - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33171211;ACQIO ADQUIRENCIA INSTITUICAO DE PAGAMENTO S.A.;Insatisfação com a resposta referente à reclamação registrada no BCB recebida - instituição de pagamento;2;0;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33171211;ACQIO ADQUIRENCIA INSTITUICAO DE PAGAMENTO S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a conta de pagamento pós-paga - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33171211;ACQIO ADQUIRENCIA INSTITUICAO DE PAGAMENTO S.A.;Recusa de produtos ou serviços - instituição de pagamento;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33171211;ACQIO ADQUIRENCIA INSTITUICAO DE PAGAMENTO S.A.;Terminais eletrônicos, internet e aplicativos - instituição de pagamento;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;14796606;ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.;Irregularidades relacionadas ao acompanhamento de conta de pagamento - instituição de pagamento;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;14796606;ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.;Reclamações relacionadas a assuntos diversos envolvendo - instituição de pagamento;0;0;2;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Cadastro positivo envolvendo instituição de pagamento;0;0;1;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Cancelamento de contrato a pedido do cliente de conta de pagamento pós-paga não atendido - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Cobrança irregular de tarifa relacionada ao cartão de crédito;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Cobranças diversas;0;0;2;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Débito em conta de pagamento pré-paga não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Débito em conta de pagamento pré-paga não autorizado pelo cliente, ou não cumprimento das regras aplicáveis - instituição de pagamento;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Débito em conta não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Insatisfação com a resposta referente à reclamação registrada no BCB recebida - instituição de pagamento;0;2;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC);1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;6;0;6;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR) - instituição de pagamento;0;2;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito - instituição de pagamento;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a conta de pagamento pós-paga - instituição de pagamento;3;1;0;4;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a conta de pagamento pré-paga - instituição de pagamento;1;0;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;1;0;1;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada para conta de pagamento pós-paga - instituição de pagamento;1;1;0;2;
2023;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ (conglomerado);Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;0;1;0;1;
