Ano;Semestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas;0;0;2;2;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;14;14;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;1;0;0;1;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;0;1;0;1;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento contratual;0;0;2;2;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;0;1;0;1;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Dificuldade na liberação ou substituição de bem;0;0;4;4;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Golpe;0;0;5;5;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;4;0;4;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;2;2;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao Custo Efetivo Total (CET) de operação de crédito;0;2;0;2;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;6;10;0;16;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;0;1;0;1;
