Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2016;1;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Bloqueio de conta;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cancelamento de contrato a pedido do cliente não atendido;0;4;0;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cartão pré-pago;0;0;8;8;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Cobranças diversas em operação de crédito consignado;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Descumprimento de prazo de resposta da reclamação registrada no BCB;0;2;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Insatisfação com o atendimento prestado por agências;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao acompanhamento de conta;0;2;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;0;2;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;4;0;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;0;3;0;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;2;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;0;3;0;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;14;0;14;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Bloqueio de cartão de crédito;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Cancelamento de contrato a pedido do cliente não atendido;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Cobrança irregular de tarifa de serviço prioritário referente a cartão de crédito ;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Cobranças diversas;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Descumprimento do prazo resposta da Ouvidoria;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;4;0;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;3;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Insatisfação com o atendimento prestado por agências;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;5;2;0;7;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Juros;0;0;3;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;4;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Produto ou serviço não solicitado (exceto cartões de crédito/débito);0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;12;12;
2016;1;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A;Restrições cadastrais;0;0;4;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A;Cobrança irregular de tarifa por serviços não contratados;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A;Insatisfação com o atendimento prestado por agências;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A;Recusa ou dificuldade de acesso aos canais de atendimento convencionais;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Alteração contratual sem prévio aviso;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Ausência de título adequado relativo a cartão de crédito;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Ausência de título adequado relativo a cartão de crédito consignado;9;14;0;23;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Bloqueio de cartão de crédito;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Bloqueio de conta;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;5;5;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Cancelamento de contrato a pedido do cliente não atendido;1;2;0;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Cobrança irregular de tarifa de serviço diferenciado (exceto cartão de crédito);0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Cobranças diversas em operação de crédito consignado;0;0;27;27;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Concessão de crédito consignado sem a formalização do título adequado;5;7;0;12;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Descumprimento contratual;0;0;4;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Descumprimento de prazo de resposta da reclamação registrada no BCB;1;7;0;8;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Débito em conta de depósito não autorizado pelo cliente;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Encaminhamento de instrumentos de pagamento não solicitados;0;2;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Golpe;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;4;12;0;16;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;15;15;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Insatisfação com o atendimento prestado por agências;0;0;3;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;2;9;0;11;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;3;53;0;56;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);1;29;0;30;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;0;6;0;6;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relacionadas à liquidação de documentos (exceto cheques);0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Juros;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Não liberação de margem consignável - Cartão de crédito consignável;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;9;9;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;4;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Recusa de produtos ou serviços;0;0;3;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Renegociação de dívida (exceto cartão de crédito);0;0;3;3;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;25;50;0;75;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Restrições cadastrais;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Terminais eletrônicos e internet;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Débito em conta de depósito não autorizado pelo cliente;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;1;1;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Outros assuntos não regulados relacionados a cartão de crédito;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Prestação de serviço de forma irregular em conta-salário;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Recusa de cancelamento de pacote de serviços;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Recusa de produtos ou serviços;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;Recusa ou dificuldade de acesso aos canais de atendimento convencionais;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Cobrança irregular de tarifa pela prestação de serviços essenciais à pessoa natural;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Débito em conta de depósito não autorizado pelo cliente;1;1;0;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Insatisfação com o atendimento prestado por agências;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Prestação de serviço de forma irregular em conta-salário;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2016;1;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A;Insatisfação com o atendimento prestado por agências;0;0;2;2;
2016;1;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2016;1;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A;Restrições cadastrais;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Cobranças diversas em operação de crédito consignado;0;0;4;4;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Concessão de crédito consignado sem a formalização do título adequado;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Descumprimento contratual;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Dificuldade na liberação ou substituição de bem;0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Irregularidades relacionadas à devolução de cheques;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;2;2;
2016;1;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A;Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;1;0;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;07679404;BANCO TOPAZIO S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A;Outras irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;3;3;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;3;0;3;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);Terminais eletrônicos e internet;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado);Encaminhamento de instrumentos de pagamento não solicitados;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado);Irregularidades envolvendo a abertura de conta-salário;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;1;0;0;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;1;0;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2016;1;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;1;1;
