Ano;Trimestre;Categoria;Tipo;CNPJ IF;Conglomerado;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07656500; ;BANCO KDB DO BRASIL S.A.; ;5;0;0;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06339468; ;GRAZZIOTIN FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;4;1;2;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06249129; ;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;7;0;0;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316; ;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;17;1;1;17;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829; ;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;11;1;2;5;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02992446; ;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;10;1;1;8;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01023570; ;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;3;0;0;1;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671; ;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;7;0;0;1;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939; ;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;14;0;0;7;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00122327; ;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;18;0;0;6;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;99PAY IP; ;22,74;1683;219;540;682;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;24313102;99PAY IP;99PAY INSTITUICAO DE PAGAMENTO S.A.; 0 ;1683;219;540;682;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL; ; ;17;2;4;8;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;28195667;ABC-BRASIL;BANCO ABC BRASIL S.A.; ;17;2;4;8;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ACG IP; ; ;5;0;0;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;10868663;ACG IP;ACG INSTITUIÇÃO DE PAGAMENTO S.A.; ;5;0;0;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ADYEN DO BRASIL IP; ; ;18;6;6;19;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;14796606;ADYEN DO BRASIL IP;ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.; ;18;6;6;19;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AFINZ IP; ;73,54;330;41;49;286;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;60114865;AFINZ IP;AFINZ INSTITUIÇÃO DE PAGAMENTO S.A.; ;88;9;9;92;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04814563;AFINZ IP;BANCO AFINZ S.A. - BANCO MÚLTIPLO; 0 ;242;32;40;194;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AGIBANK; ;1.030,58;8199;1057;4742;1822;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;13660104;AGIBANK;AGIBANK FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; 0 ;4124;472;2285;852;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;10664513;AGIBANK;BANCO AGIBANK S.A.; 0 ;4075;585;2458;970;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AGORACRED S/A SCFI; ; ;23;0;0;20;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;36321990;AGORACRED S/A SCFI;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;23;0;0;20;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ALELO IP; ; ;80;11;24;36;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04740876;ALELO IP;ALELO INSTITUICAO DE PAGAMENTO SA; ;80;11;24;36;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AME DIGITAL BRASIL IP; ;12.283,31;527;123;157;418;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;32778350;AME DIGITAL BRASIL IP;AME DIGITAL BRASIL INSTITUICAO DE PAGAMENTO LTDA; ;130;14;17;110;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03311443;AME DIGITAL BRASIL IP;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; 0 ;397;109;140;308;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ANDBANK; ; ;29;0;0;24;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;48795256;ANDBANK;BANCO ANDBANK (BRASIL) S.A.; ;29;0;0;24;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ASAAS GESTAO FINANCEIRA IP; ;72,02;162;66;78;137;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;19540550;ASAAS GESTAO FINANCEIRA IP;ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.; 0 ;162;66;78;137;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO BARI DE INVESTIMENTO E FINANCI.; ; ;95;22;31;68;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00556603;BANCO BARI DE INVESTIMENTO E FINANCI.;BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.; ;95;22;31;68;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO C6; ;48,67;5531;340;1562;1293;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;61348538;BANCO C6;BANCO C6 CONSIGNADO S.A.; 0 ;695;75;131;397;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;31872495;BANCO C6;BANCO C6 S.A.; 0 ;4836;265;1430;896;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO DIGIMAIS; ;887,62;349;94;118;279;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;92874270;BANCO DIGIMAIS;BANCO DIGIMAIS S.A.; 0 ;349;94;118;279;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO MASTER; ;220,74;5536;770;2431;1773;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33923798;BANCO MASTER;BANCO MASTER S/A; 0 ;2340;273;820;779;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33884941;BANCO MASTER;BANCO MASTER MÚLTIPLO S.A.; ;67;24;30;54;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;23862762;BANCO MASTER;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; 0 ;3120;472;1580;932;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;09526594;BANCO MASTER;BANCO MASTER DE INVESTIMENTO S.A.; ;9;1;1;8;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO PAULISTA; ; ;17;0;0;3;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;61820817;BANCO PAULISTA;BANCO PAULISTA S.A.; ;17;0;0;3;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO RIBEIRÃO PRETO; ;47.187,78;280;195;236;231;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00517645;BANCO RIBEIRÃO PRETO;BANCO RIBEIRAO PRETO S.A.; 0 ;280;195;236;231;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SEMEAR; ; ;18;0;0;9;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00795423;BANCO SEMEAR;BANCO SEMEAR S.A.; ;18;0;0;9;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB; ; ;1529;15;35;663;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;02038232;BANCO SICOOB;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; ;1529;15;35;663;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOPÁZIO S.A.; ; ;22;4;7;13;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07679404;BANCO TOPÁZIO S.A.;BANCO TOPÁZIO S.A.; ;22;4;7;13;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES; ;37,69;193;52;56;178;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;28127603;BANESTES;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 0 ;193;52;56;178;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANK OF CHINA (BRASIL); ; ;113;5;5;122;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;10690848;BANK OF CHINA (BRASIL);BANCO DA CHINA BRASIL S.A.; ;19;0;0;19;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07450604;BANK OF CHINA (BRASIL);BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A; ;94;5;5;103;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANQI IP; ; ;106;20;27;79;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;30723871;BANQI IP;BANQI INSTITUICAO DE PAGAMENTO LTDA.; ;106;20;27;79;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL; ;30,85;1705;80;175;778;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;92934215;BANRISUL;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO; ;8;0;0;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;92702067;BANRISUL;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 0 ;1697;80;175;776;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB; ;22,20;18965;119;1776;1271;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00000000;BB;BANCO DO BRASIL S.A.; 0 ;18965;119;1776;1271;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC S.A.; ; ;30;1;1;24;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01852137;BBC S.A.;BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA; ;30;1;1;24;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ABN AMRO CLEARING; ; ;11;0;0;5;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03532415;BCO ABN AMRO CLEARING;BANCO ABN AMRO CLEARING S.A.; ;11;0;0;5;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ARBI S.A.; ; ;57;15;20;42;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;54403563;BCO ARBI S.A.;BANCO ARBI S.A.; ;57;15;20;42;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO COOPERATIVO SICREDI; ; ;116;1;5;24;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01181521;BCO COOPERATIVO SICREDI;BANCO COOPERATIVO SICREDI S.A.; ;116;1;5;24;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO CSF S.A.; ;25,73;1467;108;249;636;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;08357240;BCO CSF S.A.;BANCO CSF S.A.; 0 ;1467;108;249;636;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DA AMAZONIA S.A.; ; ;38;5;6;30;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04902979;BCO DA AMAZONIA S.A.;BANCO DA AMAZONIA S.A.; ;38;5;6;30;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DAYCOVAL S.A; ;38,54;1720;36;93;673;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;62232889;BCO DAYCOVAL S.A;BANCO DAYCOVAL S.A.; 0 ;1712;36;93;666;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;43818780;BCO DAYCOVAL S.A;DAYCOVAL LEASING - BANCO MÚLTIPLO S.A.; ;8;0;0;7;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DE SE S.A.; ; ;156;29;42;106;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;13009717;BCO DO EST. DE SE S.A.;BANCO DO ESTADO DE SERGIPE S.A.; ;133;27;38;94;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03847413;BCO DO EST. DE SE S.A.;MULVI INSTITUICAO DE PAGAMENTO S.A.; ;23;2;4;12;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DO PA S.A.; ;107,29;331;86;118;242;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04913711;BCO DO EST. DO PA S.A.;BANCO DO ESTADO DO PARÁ S.A.; 0 ;331;86;118;242;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO NORDESTE DO BRASIL S.A.; ; ;225;12;18;153;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07237373;BCO DO NORDESTE DO BRASIL S.A.;BANCO DO NORDESTE DO BRASIL S.A.; ;225;12;18;153;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO FIBRA S.A.; ; ;12;2;3;7;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;58616418;BCO FIBRA S.A.;BANCO FIBRA S.A.; ;12;2;3;7;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INBURSA S.A.; ;500,03;1072;188;378;533;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04866275;BCO INBURSA S.A.;BANCO INBURSA S.A.; 0 ;1072;188;378;533;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TOYOTA DO BRASIL S.A.; ; ;65;7;9;49;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03215790;BCO TOYOTA DO BRASIL S.A.;BANCO TOYOTA DO BRASIL S.A.; ;65;7;9;49;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TRIANGULO S.A.; ; ;89;15;20;67;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;17351180;BCO TRIANGULO S.A.;BANCO TRIANGULO S.A.; ;89;15;20;67;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BK IP; ; ;14;5;14;5;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;16814330;BK IP;BK INSTITUIÇÃO DE PAGAMENTO S.A.; ;14;5;14;5;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG; ;79,44;4838;230;817;1377;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;62421979;BMG;BANCO BMG SOLUÇÕES FINANCEIRAS S.A.; ;23;4;5;17;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;61186680;BMG;BANCO BMG S.A.; 0 ;4072;158;696;925;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;50585090;BMG;BANCO BMG CONSIGNADO S.A.; 0 ;743;68;116;435;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS; ; ;211;18;29;129;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01522368;BNP PARIBAS;BANCO BNP PARIBAS BRASIL S.A.; ;211;18;29;129;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO; ;60,58;29749;648;6672;2837;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;60746948;BRADESCO;BANCO BRADESCO S.A.; 0 ;26314;282;5834;1272;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;40473435;BRADESCO;REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS INSTITUICAO DE PAGAMENTO S.A.; 0 ;7;1;2;3;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33254319;BRADESCO;BANCO LOSANGO S.A. - BANCO MÚLTIPLO; 0 ;102;3;4;79;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;27098060;BRADESCO;BANCO DIGIO S.A.; 0 ;1756;185;498;652;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;15011719;BRADESCO;BITZ INSTITUICAO DE PAGAMENTO S.A.; 0 ;18;6;12;9;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07207996;BRADESCO;BANCO BRADESCO FINANCIAMENTOS S.A.; 0 ;599;76;129;353;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;06271464;BRADESCO;BANCO BRADESCO BBI S.A.; 0 ;61;7;13;34;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04184779;BRADESCO;BANCO BRADESCARD S.A.; 0 ;865;88;180;423;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01701201;BRADESCO;KIRTON BANK S.A. - BANCO MÚLTIPLO; 0 ;27;0;0;12;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB; ;171,97;3009;511;1368;1155;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33136888;BRB;BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A; 0 ;467;117;172;318;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00000208;BRB;BRB - BANCO DE BRASILIA S.A.; 0 ;2542;394;1197;837;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BS2; ;96,38;120;43;46;111;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;71027866;BS2;BANCO BS2 S.A.; 0 ;120;43;46;111;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN; ;36,89;6816;226;967;1466;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;59285411;BTG PACTUAL/BANCO PAN;BANCO PAN S.A.; 0 ;5988;138;795;1040;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;30306294;BTG PACTUAL/BANCO PAN;BANCO BTG PACTUAL S.A.; 0 ;796;86;170;403;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;17157777;BTG PACTUAL/BANCO PAN;BANCO NACIONAL S.A.; 0 ;2;0;0;2;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;15124464;BTG PACTUAL/BANCO PAN;BANCO BESA S.A.; 0 ;4;0;0;1;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;02682287;BTG PACTUAL/BANCO PAN;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; 0 ;26;2;3;20;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BULLLA IP; ; ;40;9;19;19;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;08422119;BULLLA IP;BULLLA INSTITUICAO DE PAGAMENTO S.A.; ;40;9;19;19;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL; ;24,82;19530;256;3894;1284;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00360305;CAIXA ECONÔMICA FEDERAL;CAIXA ECONOMICA FEDERAL; 0 ;19530;256;3894;1284;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL; ; ;49;0;0;45;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33466988;CAIXA GERAL;BANCO CAIXA GERAL - BRASIL S.A.; ;49;0;0;45;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CALCARD IP; ; ;59;14;16;52;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;37122487;CALCARD IP;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;14;4;4;13;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;08611734;CALCARD IP;CALCARD S.A. - INSTITUIÇÃO DE PAGAMENTOS; ;45;10;12;39;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CELCOIN IP; ;65,62;692;273;447;423;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;13935893;CELCOIN IP;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; 0 ;692;273;447;423;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CIELO IP; ; ;253;4;32;32;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01027058;CIELO IP;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;253;4;32;32;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK; ; ;22;0;0;12;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33479023;CITIBANK;BANCO CITIBANK S.A.; ;22;0;0;12;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARO PAY IP; ; ;78;29;37;61;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;34878543;CLARO PAY IP;CLARO PAY S.A. - INSTITUIÇÃO DE PAGAMENTO; ;78;29;37;61;
