Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado); ;0;1;0;1;12156;10999;2697;2631;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado); ;1;25;12;38;174624; ;174624; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;2;11;8;21;440909;269032;174109;0;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;1;2;3;2821;1112;1716;147;
2016;6;Menos de dois milhões de clientes;Banco/financeira;54403563;BANCO ARBI S A; ;1;0;0;1;4522;335;4219;242;
2016;6;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A; ;6;63;31;100;42466;12556;30225;2042;
2016;6;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;0;0;3;3;27019;1779;25878; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;7;8;14;29;1880051; ;1880051; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;2;0;4;6;505608;424411;172183;283415;
2016;6;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A; ;2;2;0;4;841485;811059;189180;610208;
2016;6;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;5;3;8;16;722093;717573;176020;558012;
2016;6;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;4;4;8;5488891;5320051;912354;3958646;
2016;6;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;1;5;10;16;81585;4785;77285;1558;
2016;6;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;0;1;4;5;27715;676;27043;171;
2016;6;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;0;1;0;1;5823;355;5481; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;90731688;BANCO FORD S A; ;0;0;1;1;363;80;287; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;0;0;1;1;22707;275;22450;117;
2016;6;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;1;3;4;169976;3819;166345;1242;
2016;6;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;2;6;8;141222;15071;128599; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;0;4;4;8;229525;159328;82744;15135;
2016;6;Menos de dois milhões de clientes;Banco/financeira;57839805;BANCO TRICURY S A; ;0;0;2;2;868;853;174; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;1;6;4;11;1469338;1073518;466353;0;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;5;2;3;10;1212919;1177937;247546;874134;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);8,56;34;75;48;157;3967508;3173124;1686363;2447652;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;0;4;0;4;26005; ;26005; ;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);5,03;287;818;1416;2521;56966842;55236077;16263776;47921547;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);45,96;120;180;205;505;2610406;15722;2596208;5054;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;2;2;20413; ;20413; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);43,60;70;334;199;603;1605137;15220;1590306;2341;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);7,93;621;1053;1055;2729;78247710;72278967;23933145;35083024;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado);14,14;11;33;25;69;777873;699723;267239;560529;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);6,57;528;1044;1747;3319;80244475;77966698;14634713;69125422;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;CAIXA GERAL (conglomerado); ;0;0;1;1;1381;1312;130;549;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;CCB (conglomerado);49,24;10;45;66;121;203055;10231;194497;4975;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);14,28;16;57;61;134;1119896;550738;716122;214734;
2016;6;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;4;35;15;54;1083336; ;1083336; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;1;2;3;6;543338; ;543338; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);78,92;62;211;61;334;785573;42145;748896;10921;
2016;6;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;2;1;0;3;14168; ;14168; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;00411939;FINAMAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;74048; ;74048; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;0;6;17;23;569188;794;568571; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;0;0;1;1;60740; ;60740; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;1;5;6;439112;17;439100; ;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);3,98;53;151;113;317;13312041;10187877;5063139;6438790;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;1;0;2;3;45331;4091;41751;828;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;1;0;1;7680;6303;1969;3010;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;2;48;8;58;212073;20047;193373;5629;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);9,45;572;1337;2117;4026;60486653;47897339;27757413;28149746;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);5,51;11;90;32;133;1992765;1532977;785122;1242768;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;0;1;31505;43;31499; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;4;4;10;18;1038331; ;1038331; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;04379829;NEGRESCO S A    CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;1;0;0;1;185918; ;185918; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;2;6;7;15;1522326; ;1522326; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;0;10;7;17;60809;13479;50248;2953;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;PAN (conglomerado);37,92;78;399;330;807;2056874;14649;2043749;2130;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado); ;8;95;63;166;391963;4832;387560;1807;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;1;2;12;15;1500215; ;1500215; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;PINE (conglomerado); ;1;1;0;2;7604;3243;4650;1434;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;6;11;17;34;915741; ;915741; ;
2016;6;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;5;3;8;71406; ;71406; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;2;3;0;5;94602;381;94324; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;1;2;3;20419;11346;15753;351;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado);43,39;32;137;92;261;737463;267966;512710;141705;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);5,77;200;775;1028;2003;34655410;30689166;9956255;21928554;
2016;6;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;139945; ;139945; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;6;7;8;21;479980;906;479145;66;
2016;6;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;2;6;8;105069; ;105069; ;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;12;18;30;548678;1388;547637; ;
2016;6;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);3,50;13;93;115;221;3709381;17150;3694282;4436;
2016;6;Menos de dois milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;0;0;1;1;3;3; ;1;
