Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado); ;0;1;0;1;11962;10727;2837;2485;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);4.064,21;480;466;82;1028;118104; ;118104; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;1;7;10;18;449265;269098;182814;0;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;0;1;1;2627;942;1693;134;
2015;10;Menos de dois milhões de clientes;Banco/financeira;92874270;BANCO A J  RENNER S A; ;3;0;4;7;97529;6438;91496;1828;
2015;10;Menos de dois milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S A; ;6;44;21;71;60385;15576;45141;2115;
2015;10;Menos de dois milhões de clientes;Banco/financeira;15173776;BANCO CAPITAL S A; ;0;1;0;1;1432;1385;126;346;
2015;10;Menos de dois milhões de clientes;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S A; ;0;1;0;1;26654;1876;25494; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;08357240;BANCO CSF S A; ;2;9;32;43;1727633; ;1727633; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S A; ;0;2;6;8;507444;418454;178823;279527;
2015;10;Menos de dois milhões de clientes;Banco/financeira;62232889;BANCO DAYCOVAL S A;100,18;75;206;72;353;748621;36016;717091;9499;
2015;10;Menos de dois milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S A;18,20;15;2;0;17;823879;795793;184699;601381;
2015;10;Menos de dois milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARA S A; ;2;3;5;10;710186;710186; ;553206;
2015;10;Mais de dois milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S A; 0 ;0;1;15;16;5063718;4878311;904710;3666305;
2015;10;Menos de dois milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S A; ;0;4;8;12;109192;5407;104351;1710;
2015;10;Menos de dois milhões de clientes;Banco/financeira;61348538;BANCO FICSA S A; ;0;0;1;1;30372;1223;29153;248;
2015;10;Menos de dois milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S A; ;1;0;0;1;7184;391;6834; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;10664513;BANCO GERADOR S A; ;1;3;4;8;27325;344;27003;130;
2015;10;Menos de dois milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S A; ;0;1;0;1;10082;3982;6393;1085;
2015;10;Menos de dois milhões de clientes;Banco/financeira;07679404;BANCO TOPAZIO S A; ;0;0;2;2;35615;1146;34641;241;
2015;10;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;2;6;8;141645;15040;129363; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S A; ;1;0;2;3;214880;159824;68512;15364;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;8;8;16;1336058;994458;403483;0;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;9;0;1;10;1177285;1141211;246585;851615;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;0;1;1;15598;4203;11782;1897;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);4,15;16;82;49;147;3853396;3047516;1586465;2436180;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;1;3;1;5;25576; ;25576; ;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);5,11;287;693;1218;2198;56100130;54459309;16162274;39617704;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado);85,58;15;54;29;98;175267;13502;164037;6043;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);160,07;230;203;200;633;1436847;14743;1423411;5140;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);288,57;417;339;230;986;1445016;14366;1431053;2201;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);9,19;705;1166;1152;3023;76695572;71281471;22598127;35027280;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado);12,62;10;24;28;62;792250;726426;262079;551322;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;1;1;2;80768;42982;38235;4370;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);11,09;863;924;2007;3794;77780161;75767654;14655900;66628317;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);22,12;24;54;55;133;1084818;541680;688724;209602;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0;0;1;1;3372;3372;118;0;
2015;10;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;2;48;24;74;987094; ;987094; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;0;0;3;3;504911; ;504911;707;
2015;10;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;0;1;4;5;8630; ;8630; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;1;0;1;10744;10732;48;2284;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;2;8;17;27;607999;2626;607040; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;0;7;7;461696;16;461686; ;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);6,54;83;163;122;368;12686319;9924697;4625528;6291054;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;0;0;2;2;47336;4178;43659;805;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;1;41;9;51;166960;9890;157597;4054;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);7,16;426;1718;2316;4460;59470407;46796338;27949361;26227872;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;J.MALUCELLI (conglomerado); ;3;66;44;113;387183;4504;383116;1578;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;1;3;0;4;7990; ;7990; ;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);3,47;7;76;35;118;2013796;1479661;836043;1086096;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;2;3;35033;78;35025; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;7;7;15;29;875961; ;875961; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;04379829;NEGRESCO S A    CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;1;0;0;1;170230; ;170230; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;0;2;7;9;1060153; ;1060153; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;0;6;8;14;53194;5726;48218;1685;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;PAN (conglomerado);10,64;18;313;264;595;1690297;13657;1678037;3012;
2015;10;Menos de dois milhões de clientes;Banco/financeira;03311443;PARATI   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;1;1;2;794; ;794; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;0;3;18;21;1441713; ;1441713; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;PINE (conglomerado); ;1;0;0;1;9502;5023;4783;1237;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;7;6;16;29;864642; ;864642; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;14;1;16;64386; ;64386;2666;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;0;3;14;17;113298;381;113034; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;0;1;0;1;14624;9904;5907;3157;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado); ;9;86;78;173;703640;269878;477211;145352;
2015;10;Menos de dois milhões de clientes;Banco/financeira;05503849;SANTANA S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;24458; ;24458; ;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);6,34;210;693;879;1782;33073768;29345605;9546106;23195382;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;0;1;1;2;6198; ;6198; ;
2015;10;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;144699; ;144699; ;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;SICREDI (conglomerado); 0 ;0;2;0;2;2155476;2124692;89616;1151454;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado);54,91;32;71;15;118;582761;685;582147;63;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;0;0;1;1;38604;29538;9940;11910;
2015;10;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;1;0;3;4;75112; ;75112; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;6;7;13;607064;1387;606040; ;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;0;1;1;10751;206;10744; ;
2015;10;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);2,75;11;119;143;273;3995585;17260;3980863;5037;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;0;0;2;2;3;3; ;1;
2015;10;Menos de dois milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;2;2;4;111193;53;111142; ;
