Ano;Trimestre;Categoria;Tipo;CNPJ IF;Conglomerado;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO RIBEIRÃO PRETO; ;42.318,23;408;149;211;288;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00517645;BANCO RIBEIRÃO PRETO;BANCO RIBEIRAO PRETO S.A.; 0 ;408;149;211;288;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SEMEAR; ; ;40;6;6;40;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00795423;BANCO SEMEAR;BANCO SEMEAR S.A.; ;40;6;6;40;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB; ;11,58;1543;30;84;551;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;02038232;BANCO SICOOB;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 0 ;1543;30;84;551;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOPÁZIO S.A.; ; ;35;4;14;10;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07679404;BANCO TOPÁZIO S.A.;BANCO TOPÁZIO S.A.; ;35;4;14;10;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES; ;61,07;260;68;93;190;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;28127603;BANESTES;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 0 ;260;68;93;190;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANK OF CHINA (BRASIL); ; ;29;0;0;9;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;92764489;BANK OF CHINA (BRASIL);BOC BRASIL S.A. - CRÉDITO, FINANCIAMENTOS E INVESTIMENTOS; ;4;0;0;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;10690848;BANK OF CHINA (BRASIL);BANCO DA CHINA BRASIL S.A.; ;13;0;0;6;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07450604;BANK OF CHINA (BRASIL);BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A; ;12;0;0;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANQI IP; ; ;138;19;20;128;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;30723871;BANQI IP;BANQI INSTITUICAO DE PAGAMENTO LTDA.; ;138;19;20;128;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL; ;36,59;1484;85;214;591;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;92934215;BANRISUL;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO; ;24;0;0;11;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;92702067;BANRISUL;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 0 ;1460;85;214;580;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BARU SCFI; ; ;7;1;7;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;42723848;BARU SCFI;BARU SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A; ;7;1;7;1;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB; ;19,36;23611;64;1608;940;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00000000;BB;BANCO DO BRASIL S.A.; 0 ;23611;64;1608;940;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC S.A.; ; ;57;6;8;42;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01852137;BBC S.A.;BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA; ;57;6;8;42;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ABN AMRO CLEARING; ; ;12;0;0;4;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03532415;BCO ABN AMRO CLEARING;BANCO ABN AMRO CLEARING S.A.; ;12;0;0;4;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ARBI S.A.; ; ;91;29;38;69;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;54403563;BCO ARBI S.A.;BANCO ARBI S.A.; ;91;29;38;69;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO COOPERATIVO SICREDI; ; ;85;0;0;14;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01181521;BCO COOPERATIVO SICREDI;BANCO COOPERATIVO SICREDI S.A.; ;85;0;0;14;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO CSF S.A.; ;12,78;1856;41;124;612;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;08357240;BCO CSF S.A.;BANCO CSF S.A.; 0 ;1856;41;124;612;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DA AMAZONIA S.A.; ; ;81;17;20;69;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04902979;BCO DA AMAZONIA S.A.;BANCO DA AMAZONIA S.A.; ;81;17;20;69;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DAYCOVAL S.A; ;42,99;2024;35;109;654;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;62232889;BCO DAYCOVAL S.A;BANCO DAYCOVAL S.A.; 0 ;2007;35;109;647;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;43818780;BCO DAYCOVAL S.A;DAYCOVAL LEASING - BANCO MÚLTIPLO S.A.; ;17;0;0;7;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DE LAGE LANDEN BRASIL S.A.; ; ;9;1;5;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;05040481;BCO DE LAGE LANDEN BRASIL S.A.;BANCO DE LAGE LANDEN BRASIL S.A.; ;9;1;5;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DE SE S.A.; ;52,10;211;41;55;161;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;13009717;BCO DO EST. DE SE S.A.;BANCO DO ESTADO DE SERGIPE S.A.; 0 ;182;40;54;136;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03847413;BCO DO EST. DE SE S.A.;MULVI INSTITUICAO DE PAGAMENTO S.A.; ;29;1;1;25;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DO PA S.A.; ;197,90;472;153;228;317;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04913711;BCO DO EST. DO PA S.A.;BANCO DO ESTADO DO PARÁ S.A.; 0 ;472;153;228;317;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO NORDESTE DO BRASIL S.A.; ; ;336;13;21;210;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07237373;BCO DO NORDESTE DO BRASIL S.A.;BANCO DO NORDESTE DO BRASIL S.A.; ;336;13;21;210;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO FIBRA S.A.; ; ;23;3;5;14;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;58616418;BCO FIBRA S.A.;BANCO FIBRA S.A.; ;23;3;5;14;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INBURSA S.A.; ;166,04;604;79;143;333;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04866275;BCO INBURSA S.A.;BANCO INBURSA S.A.; 0 ;604;79;143;333;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INDUSCRED DE INVESTIM. S/A; ; ;5;0;0;3;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33588252;BCO INDUSCRED DE INVESTIM. S/A;BANCO INDUSCRED DE INVESTIMENTO S.A.; ;5;0;0;3;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO KDB BRASIL S.A.; ; ;5;0;0;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07656500;BCO KDB BRASIL S.A.;BANCO KDB DO BRASIL S.A.; ;5;0;0;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TOYOTA DO BRASIL S.A.; ; ;65;17;23;48;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;03215790;BCO TOYOTA DO BRASIL S.A.;BANCO TOYOTA DO BRASIL S.A.; ;65;17;23;48;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TRIANGULO S.A.; ;38,66;197;34;47;143;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;17351180;BCO TRIANGULO S.A.;BANCO TRIANGULO S.A.; 0 ;197;34;47;143;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BECKER FINANCEIRA S.A. - CFI; ; ;5;0;0;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;20443996;BECKER FINANCEIRA S.A. - CFI;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;0;0;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BELVO IP; ; ;2;0;0;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;43215815;BELVO IP;BELVO INSTITUICAO DE PAGAMENTO LTDA; ;2;0;0;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BK IP; ; ;14;9;9;14;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;16814330;BK IP;BK INSTITUIÇÃO DE PAGAMENTO S.A.; ;14;9;9;14;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG; ;77,00;4188;174;718;1062;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;62421979;BMG;BANCO BMG SOLUÇÕES FINANCEIRAS S.A.; ;19;1;2;9;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;61186680;BMG;BANCO BMG S.A.; 0 ;3506;129;629;719;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;50585090;BMG;BANCO BMG CONSIGNADO S.A.; 0 ;663;44;87;334;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW; ; ;9;1;2;5;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04452473;BMW;BMW FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;9;1;2;5;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS; ; ;141;13;16;115;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01522368;BNP PARIBAS;BANCO BNP PARIBAS BRASIL S.A.; ;141;13;16;115;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO; ;48,92;35387;348;5398;2508;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;60746948;BRADESCO;BANCO BRADESCO S.A.; 0 ;31041;143;4804;924;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;40473435;BRADESCO;REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS INSTITUICAO DE PAGAMENTO S.A.; 0 ;10;0;0;1;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33254319;BRADESCO;BANCO LOSANGO S.A. - BANCO MÚLTIPLO; 0 ;98;0;0;72;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33147315;BRADESCO;BANCO BRADESCO BERJ S.A.; 0 ;10;0;0;1;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;27098060;BRADESCO;BANCO DIGIO S.A.; 0 ;2330;105;377;649;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;15011719;BRADESCO;BITZ INSTITUICAO DE PAGAMENTO S.A.; 0 ;6;0;0;1;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;07207996;BRADESCO;BANCO BRADESCO FINANCIAMENTOS S.A.; 0 ;653;44;87;329;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;06271464;BRADESCO;BANCO BRADESCO BBI S.A.; 0 ;60;7;9;48;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;04184779;BRADESCO;BANCO BRADESCARD S.A.; 0 ;1154;49;121;467;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01701201;BRADESCO;KIRTON BANK S.A. - BANCO MÚLTIPLO; 0 ;25;0;0;16;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB; ;386,13;5613;724;3541;1220;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33136888;BRB;BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A; 0 ;457;123;191;295;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00000208;BRB;BRB - BANCO DE BRASILIA S.A.; 0 ;5156;601;3350;925;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BS2; ;166,10;121;53;60;107;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;71027866;BS2;BANCO BS2 S.A.; 0 ;121;53;60;107;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN; ;42,81;7867;239;1173;1496;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;59285411;BTG PACTUAL/BANCO PAN;BANCO PAN S.A.; 0 ;6531;123;925;868;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;30306294;BTG PACTUAL/BANCO PAN;BANCO BTG PACTUAL S.A.; 0 ;1100;84;204;453;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;02682287;BTG PACTUAL/BANCO PAN;PAN FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; 0 ;236;32;43;175;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BULLLA IP; ;204,30;201;100;137;147;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;08422119;BULLLA IP;BULLLA INSTITUICAO DE PAGAMENTO S.A.; 0 ;201;100;137;147;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL; ;23,12;21753;165;3659;981;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;00360305;CAIXA ECONÔMICA FEDERAL;CAIXA ECONOMICA FEDERAL; 0 ;21753;165;3659;981;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL; ; ;107;0;0;87;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33466988;CAIXA GERAL;BANCO CAIXA GERAL - BRASIL S.A.; ;107;0;0;87;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CALCARD IP; ; ;109;18;21;95;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;37122487;CALCARD IP;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;43;6;7;37;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;08611734;CALCARD IP;CALCARD S.A. - INSTITUIÇÃO DE PAGAMENTOS; ;66;12;14;58;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CARUANA SCFI; ; ;13;3;4;10;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;09313766;CARUANA SCFI;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;13;3;4;10;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CELCOIN IP; ;12,97;473;78;142;260;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;13935893;CELCOIN IP;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; 0 ;473;78;142;260;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CIELO IP; ; ;224;7;22;71;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;01027058;CIELO IP;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;224;7;22;71;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK; ; ;16;0;0;9;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;33479023;CITIBANK;BANCO CITIBANK S.A.; ;16;0;0;9;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARA IP; ; ;6;0;0;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;41538335;CLARA IP;CLARA INSTITUICAO DE PAGAMENTO LTDA.; ;6;0;0;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARO PAY IP; ;83,66;201;65;100;131;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;34878543;CLARO PAY IP;CLARO PAY S.A. - INSTITUIÇÃO DE PAGAMENTO; 0 ;201;65;100;131;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLOUDWALK IP; ;6,67;1683;40;121;558;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;18189547;CLOUDWALK IP;CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA; 0 ;1616;37;117;511;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;05503849;CLOUDWALK IP;CLOUDWALK FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; 0 ;67;3;4;47;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO SCFI; ;224,87;2960;472;1272;1157;
