Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes extrapoladas;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta ou não cumprimento das regras aplicáveis;48;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Oferta ou prestação de informação sobre a conta ou serviços acessórios de forma inadequada ;138;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Oferta ou prestação de informação sobre crédito consignado de forma inadequada;48;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;138;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;90;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito;144;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Outras irregularidades ;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Outras irregularidades relacionadas a cheques;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Outras irregularidades relacionadas a tarifas;6;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix  - chaves;6;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix - Bloqueio ou devolução de valores;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix - Dificuldade para solicitar ou realizar devolução;246;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix - experiência do usuário;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix - iniciação;12;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix - liquidação;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Pix - outros;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Planos Econômicos - divergências no saldo de cadernetas de poupança;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Prestação de serviço de forma irregular em conta-salário;30;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Reclamações relacionadas a assuntos diversos;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Recusa de cancelamento de pacote de serviços;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Recusa de produtos ou serviços;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Recusa ou dificuldade de acesso aos canais de atendimento convencionais;6;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais;30;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;48;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Restrição à realização de portabilidade de operações de financiamento imobiliário relativas a pessoas naturais;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Restrições cadastrais;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Tempo de espera em fila;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Terminais eletrônicos, internet e aplicativos;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) - instituição de pagamento;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) em instituições financeiras;102;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Abertura de conta de depósito com documentação ausente, insuficiente ou falsa;64;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Ausência de título adequado relativo a cartão de crédito;23;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Bloqueio de valores ou de conta fora do âmbito do Pix;30;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Cancelamento de contrato a pedido do cliente não atendido por instituição financeira;18;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Cobrança irregular de tarifa em operação de crédito;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Cobrança irregular de tarifa relacionada ao cartão de crédito;15;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Cobranças diversas;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;10;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Crédito consignado;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Descumprimento de ordem judicial;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;13;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Débito em conta de pagamento pré-paga não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Débito em conta não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;130;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Débito em conta-salário não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;30;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Encaminhamento de instrumentos de pagamento não solicitados;10;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Falta de transparência na redação de documentos;5;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Golpe;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;106;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Insatisfação com o atendimento prestado por agências;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Integridade, confiabilidade, segurança, sigilo e legitimidade das operações e serviços  - conta de pagamento pré-paga;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;52;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades no processo de encerramento de conta de pagamento;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de instituições financeiras;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas a registros no Cadastro de Emitentes de Cheques sem Fundos (CCF);0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;8;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;8;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;5;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a conta;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;40;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC);18;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);8;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;40;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;400;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito;15;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;47;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito consignado;96;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito, exceto consignado;62;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Juros e preços;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Liberação de recursos em financiamento imobiliário;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Limites de transação;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta de pagamento pré-paga, ou não cumprimento das regras aplicáveis;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta ou não cumprimento das regras aplicáveis;62;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta-salário ou não cumprimento das regras aplicáveis;10;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Oferta ou prestação de informação sobre a conta ou serviços acessórios de forma inadequada ;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Oferta ou prestação de informação sobre crédito consignado de forma inadequada;138;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;5;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;25;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Outras irregularidades ;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Outras irregularidades relacionadas a tarifas;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Pix  - chaves;8;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Pix - Bloqueio ou devolução de valores;8;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Pix - diversos;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Pix - Dificuldade para solicitar ou realizar devolução;5;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Pix - experiência do usuário;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Pix - liquidação;10;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Prestação de serviço de forma irregular em conta-salário;13;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Reclamações relacionadas a assuntos diversos;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Recusa de produtos ou serviços;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;187;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Restrições cadastrais;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Terminais eletrônicos, internet e aplicativos;0;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) em instituições financeiras;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;3;
2024;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de financiamento imobiliário;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Abertura de conta de depósito com documentação ausente, insuficiente ou falsa;4;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Ausência de título adequado relativo a cartão de crédito;15;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;11;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Bloqueio de valores ou de conta fora do âmbito do Pix;73;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Cadastro positivo envolvendo instituição financeira;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Cancelamento de contrato a pedido do cliente não atendido por instituição financeira;30;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Cobrança irregular de tarifa em operação de crédito;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Cobrança irregular de tarifa relacionada ao cartão de crédito;15;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Cobranças diversas;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;8;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;11;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Crédito consignado;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Descumprimento de ordem judicial;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Débito em conta não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;22;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Débito em conta-salário não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;4;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Dificuldade na liberação ou substituição de bem;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Falta de transparência na redação de documentos;11;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Golpe;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);4;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;70;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Insatisfação com o atendimento prestado por agências;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;48;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades no processo de encerramento de conta de pagamento;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de instituições financeiras;15;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas a operações no mercado de câmbio;4;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;19;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao acompanhamento de conta de pagamento;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao acompanhamento de conta de pagamento - instituição de pagamento;0;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;8;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;84;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;44;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a conta;19;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;30;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC);19;
2024;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito;26;
